id_task,id_user,arrived_del_loc_at,id_telemetry,latitude,longitude,accuracy_radius,android_activity,android_activity_confidence,telemetry_time
60343461,54891,2025-03-15 07:00:17.000000 UTC,74527106,251920644,552620226,31.422,STILL,57.0,2025-03-15 07:00:18.000000 UTC
60343262,72652,2025-03-15 06:41:10.000000 UTC,74400192,252016084,552748718,1.916,WALKING,97.0,2025-03-15 06:41:22.000000 UTC
60343680,36027,2025-03-15 07:02:35.000000 UTC,74544309,251953633,552657155,32.833,ON_BICYCLE,89.0,2025-03-15 07:02:44.000000 UTC
60344531,30133,2025-03-15 07:00:54.000000 UTC,74530217,251893721,552832146,45.662,STILL,96.0,2025-03-15 07:00:44.000000 UTC
60344388,91945,2025-03-15 07:04:47.000000 UTC,74558825,251808635,552795402,21.154,UNKNOWN,40.0,2025-03-15 07:04:46.000000 UTC
60344064,75991,2025-03-15 07:05:02.000000 UTC,74560221,251809600,552640881,46.707,UNKNOWN,40.0,2025-03-15 07:04:58.000000 UTC
60343581,11243,2025-03-15 07:02:17.000000 UTC,74540904,251909916,552673853,3.1,UNKNOWN,40.0,2025-03-15 07:02:14.000000 UTC
60343614,65700,2025-03-15 07:09:06.000000 UTC,74589338,251914761,552910055,2.9,STILL,100.0,2025-03-15 07:09:06.000000 UTC
60343942,96685,2025-03-15 07:12:39.000000 UTC,74614712,251902630,552648264,11.944,WALKING,89.0,2025-03-15 07:12:36.000000 UTC
60344632,76846,2025-03-15 07:14:26.000000 UTC,74626956,252076004,552518701,3.79,UNKNOWN,40.0,2025-03-15 07:14:17.000000 UTC
60343769,93513,2025-03-15 07:07:27.000000 UTC,74579039,251886333,552601750,1.78,IN_VEHICLE,91.0,2025-03-15 07:07:38.000000 UTC
60344457,53411,2025-03-15 07:15:52.000000 UTC,74638134,252097787,552727453,10.08,UNKNOWN,40.0,2025-03-15 07:15:49.000000 UTC
60345016,71412,2025-03-15 07:22:39.000000 UTC,74687967,251801447,552660248,6.944,STILL,100.0,2025-03-15 07:22:38.000000 UTC
60344060,59084,2025-03-15 07:17:26.000000 UTC,74650715,251842950,552761650,1.0,UNKNOWN,40.0,2025-03-15 07:17:33.000000 UTC
60344233,69829,2025-03-15 07:26:52.000000 UTC,74718007,251893765,552966944,178.611,RUNNING,78.0,2025-03-15 07:26:40.000000 UTC
60344990,1254,2025-03-15 07:23:39.000000 UTC,74695772,252099139,552729064,3.7,UNKNOWN,0.0,2025-03-15 07:23:41.000000 UTC
60345172,86194,2025-03-15 07:26:39.000000 UTC,74716038,251858538,552757988,46.173,IN_VEHICLE,96.0,2025-03-15 07:26:24.000000 UTC
60344915,29007,2025-03-15 07:27:19.000000 UTC,74724389,251901018,552809089,27.054,STILL,98.0,2025-03-15 07:27:31.000000 UTC
60345261,95799,2025-03-15 07:29:55.000000 UTC,74743498,251949046,552653325,47.71,TILTING,100.0,2025-03-15 07:30:01.000000 UTC
60344873,97374,2025-03-15 07:31:26.000000 UTC,74753129,251769101,552730296,1.34,IN_VEHICLE,96.0,2025-03-15 07:31:16.000000 UTC
60345240,18521,2025-03-15 07:39:08.000000 UTC,74814077,251810978,552779109,6.993,ON_FOOT,93.0,2025-03-15 07:39:06.000000 UTC
60345449,10936,2025-03-15 07:37:41.000000 UTC,74802726,251721083,553021100,1.883,UNKNOWN,40.0,2025-03-15 07:37:41.000000 UTC
60345598,15796,2025-03-15 07:40:00.000000 UTC,74822519,251844840,552627180,500.0,STILL,97.0,2025-03-15 07:40:10.000000 UTC
60344882,49382,2025-03-15 07:31:27.000000 UTC,74752625,251889478,552606173,3.864,WALKING,97.0,2025-03-15 07:31:12.000000 UTC
60344779,11192,2025-03-15 07:43:38.000000 UTC,74850734,252093390,552734037,44.683,IN_VEHICLE,81.0,2025-03-15 07:43:39.000000 UTC
60345770,11645,2025-03-15 07:41:29.000000 UTC,74833746,251870200,552681850,1.1,STILL,54.0,2025-03-15 07:41:34.000000 UTC
60345896,13322,2025-03-15 07:45:27.000000 UTC,74864286,251947754,552657023,27.859,ON_BICYCLE,88.0,2025-03-15 07:45:19.000000 UTC
60346199,19937,2025-03-15 07:44:08.000000 UTC,74854209,252109932,552732517,1.683,IN_VEHICLE,91.0,2025-03-15 07:44:05.000000 UTC
60346076,94340,2025-03-15 07:46:58.000000 UTC,74878461,251722332,553058950,1.45,STILL,97.0,2025-03-15 07:47:03.000000 UTC
60344848,68607,2025-03-15 07:49:42.000000 UTC,74899526,251847004,552815316,6.728,STILL,43.0,2025-03-15 07:49:37.000000 UTC
60346085,74278,2025-03-15 07:50:38.000000 UTC,74907197,251793533,552718994,17.022,TILTING,100.0,2025-03-15 07:50:33.000000 UTC
60345962,74332,2025-03-15 07:53:01.000000 UTC,74927538,251912730,552620694,3.666,WALKING,91.0,2025-03-15 07:52:58.000000 UTC
60345841,92471,2025-03-15 07:52:26.000000 UTC,74922839,251850183,552619750,1.383,TILTING,100.0,2025-03-15 07:52:25.000000 UTC
60346567,86194,2025-03-15 07:54:40.000000 UTC,74941999,252078785,552741241,16.049,IN_VEHICLE,96.0,2025-03-15 07:54:40.000000 UTC
60346232,6076,2025-03-15 07:55:56.000000 UTC,74953182,252009140,552702148,56.1,IN_VEHICLE,96.0,2025-03-15 07:55:57.000000 UTC
60347516,61504,2025-03-15 08:02:51.000000 UTC,75015146,252093877,552729137,34.091,IN_VEHICLE,95.0,2025-03-15 08:02:50.000000 UTC
60346749,30427,2025-03-15 07:52:24.000000 UTC,74922669,251963933,552713267,1.033,UNKNOWN,0.0,2025-03-15 07:52:24.000000 UTC
60346617,57817,2025-03-15 08:00:32.000000 UTC,74994622,252100717,552730085,12.091,WALKING,96.0,2025-03-15 08:00:34.000000 UTC
60346990,34767,2025-03-15 08:01:57.000000 UTC,75007014,251782356,553088842,2.5,UNKNOWN,40.0,2025-03-15 08:01:56.000000 UTC
60346785,40475,2025-03-15 08:03:17.000000 UTC,75019626,251851359,552620163,17.475,UNKNOWN,40.0,2025-03-15 08:03:20.000000 UTC
60347063,97288,2025-03-15 08:07:41.000000 UTC,75058984,251120634,552474165,7.666,UNKNOWN,40.0,2025-03-15 08:07:37.000000 UTC
60346996,91274,2025-03-15 08:06:51.000000 UTC,75051585,251848972,552917897,9.334,STILL,100.0,2025-03-15 08:06:49.000000 UTC
60345605,85585,2025-03-15 08:01:06.000000 UTC,74998150,252100734,552764521,105.05,STILL,35.0,2025-03-15 08:00:58.000000 UTC
60346318,74525,2025-03-15 08:03:12.000000 UTC,75018159,252082281,552757857,12.78,IN_VEHICLE,93.0,2025-03-15 08:03:10.000000 UTC
60347423,42128,2025-03-15 08:09:02.000000 UTC,75072607,252022228,552814217,22.09,WALKING,88.0,2025-03-15 08:09:04.000000 UTC
60346126,41579,2025-03-15 08:06:36.000000 UTC,75048988,251919086,552622326,10.58,IN_VEHICLE,97.0,2025-03-15 08:06:32.000000 UTC
60347260,15180,2025-03-15 08:10:01.000000 UTC,75081122,252071231,552711460,5.727,UNKNOWN,40.0,2025-03-15 08:10:00.000000 UTC
60346659,96218,2025-03-15 08:10:40.000000 UTC,75088766,251915479,552852244,9.549,UNKNOWN,40.0,2025-03-15 08:10:50.000000 UTC
60347548,69828,2025-03-15 08:13:39.000000 UTC,75114875,251787900,552711828,18.725,WALKING,96.0,2025-03-15 08:13:38.000000 UTC
60347031,91941,2025-03-15 08:11:20.000000 UTC,75092706,251782000,553089100,2.2,IN_VEHICLE,96.0,2025-03-15 08:11:16.000000 UTC
60346532,56104,2025-03-15 08:07:47.000000 UTC,75058890,251845383,552605383,2.989,STILL,65.0,2025-03-15 08:07:36.000000 UTC
60346886,75097,2025-03-15 08:15:31.000000 UTC,75133144,251922044,552666722,82.5,WALKING,96.0,2025-03-15 08:15:36.000000 UTC
60348286,6076,2025-03-15 08:16:14.000000 UTC,75138176,251907886,552653329,12.296,WALKING,97.0,2025-03-15 08:16:08.000000 UTC
60347505,13322,2025-03-15 08:18:32.000000 UTC,75159789,251923901,552694306,18.284,UNKNOWN,40.0,2025-03-15 08:18:26.000000 UTC
60347399,30965,2025-03-15 08:22:07.000000 UTC,75193337,251719716,553050133,3.79,IN_VEHICLE,96.0,2025-03-15 08:21:58.000000 UTC
60348808,54891,2025-03-15 08:23:50.000000 UTC,75210902,251808960,552534342,12.801,UNKNOWN,40.0,2025-03-15 08:23:48.000000 UTC
60347894,79136,2025-03-15 08:21:37.000000 UTC,75188175,251878743,552834592,21.711,WALKING,98.0,2025-03-15 08:21:25.000000 UTC
60347379,85238,2025-03-15 08:26:17.000000 UTC,75234490,251800967,552763633,1.116,UNKNOWN,40.0,2025-03-15 08:26:17.000000 UTC
60348145,91944,2025-03-15 08:20:43.000000 UTC,75182672,251907185,552712071,13.494,UNKNOWN,0.0,2025-03-15 08:20:51.000000 UTC
60345994,93509,2025-03-15 08:18:24.000000 UTC,75160242,251782623,552663466,25.777,IN_VEHICLE,94.0,2025-03-15 08:18:29.000000 UTC
60348451,30427,2025-03-15 08:28:19.000000 UTC,75253934,251896267,552840717,1.05,UNKNOWN,0.0,2025-03-15 08:28:18.000000 UTC
60349547,77662,2025-03-15 08:26:20.000000 UTC,75234818,251922533,552668076,45.6,UNKNOWN,40.0,2025-03-15 08:26:19.000000 UTC
60347454,90775,2025-03-15 08:27:45.000000 UTC,75249223,251937983,552639800,1.633,ON_BICYCLE,89.0,2025-03-15 08:27:50.000000 UTC
60348616,62525,2025-03-15 08:28:51.000000 UTC,75260369,251856839,552625170,18.772,UNKNOWN,40.0,2025-03-15 08:28:58.000000 UTC
60348334,73284,2025-03-15 08:30:34.000000 UTC,75276320,251724028,553019576,1.666,ON_BICYCLE,98.0,2025-03-15 08:30:37.000000 UTC
60348000,30650,2025-03-15 08:32:05.000000 UTC,75290334,252019148,552730890,6.572,UNKNOWN,40.0,2025-03-15 08:32:03.000000 UTC
60348641,10210,2025-03-15 08:32:06.000000 UTC,75290800,251903523,552646445,37.457,STILL,96.0,2025-03-15 08:32:06.000000 UTC
60349436,30851,2025-03-15 08:34:56.000000 UTC,75319324,251936818,552899060,225.579,IN_VEHICLE,97.0,2025-03-15 08:35:03.000000 UTC
60348302,65088,2025-03-15 08:33:34.000000 UTC,75307466,251921602,552620964,10.67,UNKNOWN,40.0,2025-03-15 08:33:49.000000 UTC
60348499,11244,2025-03-15 08:34:19.000000 UTC,75310427,251969015,552713273,3.18,IN_VEHICLE,97.0,2025-03-15 08:34:08.000000 UTC
60348579,79131,2025-03-15 08:30:22.000000 UTC,75274794,251917830,552620485,2.1,STILL,100.0,2025-03-15 08:30:27.000000 UTC
60348441,95638,2025-03-15 08:37:42.000000 UTC,75345070,251722000,553057967,5.878,IN_VEHICLE,90.0,2025-03-15 08:37:39.000000 UTC
60347501,70930,2025-03-15 08:36:02.000000 UTC,75330105,251847900,552761383,12.93,STILL,96.0,2025-03-15 08:36:08.000000 UTC
60349440,23185,2025-03-15 08:41:34.000000 UTC,75383870,251734733,553011275,3.357,STILL,57.0,2025-03-15 08:41:31.000000 UTC
60348404,87816,2025-03-15 08:39:43.000000 UTC,75363478,251915983,552592367,1.22,STILL,100.0,2025-03-15 08:39:30.000000 UTC
60348101,11648,2025-03-15 08:41:11.000000 UTC,75378788,251722639,553060370,5.793,UNKNOWN,40.0,2025-03-15 08:41:01.000000 UTC
60347226,32723,2025-03-15 08:43:24.000000 UTC,75404165,251807629,552794473,9.733,WALKING,87.0,2025-03-15 08:43:30.000000 UTC
60348263,64323,2025-03-15 08:41:29.000000 UTC,75383863,251857693,552911111,42.925,ON_BICYCLE,78.0,2025-03-15 08:41:31.000000 UTC
60348308,94340,2025-03-15 08:42:53.000000 UTC,75397656,252047768,552698625,6.166,STILL,100.0,2025-03-15 08:42:51.000000 UTC
60349455,75097,2025-03-15 08:41:35.000000 UTC,75384399,251859805,552804090,87.6,UNKNOWN,40.0,2025-03-15 08:41:34.000000 UTC
60350202,83162,2025-03-15 08:45:35.000000 UTC,75425707,251938662,552640345,30.568,STILL,97.0,2025-03-15 08:45:36.000000 UTC
60348711,91730,2025-03-15 08:41:32.000000 UTC,75383980,251885933,552601500,1.633,UNKNOWN,40.0,2025-03-15 08:41:32.000000 UTC
60347558,91416,2025-03-15 08:34:54.000000 UTC,75317217,251721353,553007400,8.995,UNKNOWN,40.0,2025-03-15 08:34:49.000000 UTC
60349393,90068,2025-03-15 08:43:55.000000 UTC,75409025,251904144,552646904,205.846,WALKING,91.0,2025-03-15 08:43:58.000000 UTC
60348197,60705,2025-03-15 08:51:14.000000 UTC,75486709,252058471,552446199,5.074,STILL,63.0,2025-03-15 08:51:28.000000 UTC
60349498,92554,2025-03-15 08:49:16.000000 UTC,75466209,251871689,552755167,22.271,STILL,99.0,2025-03-15 08:49:30.000000 UTC
60348871,33487,2025-03-15 08:50:30.000000 UTC,75473742,252094987,552727633,25.295,UNKNOWN,40.0,2025-03-15 08:50:14.000000 UTC
60348881,24402,2025-03-15 08:48:54.000000 UTC,75459334,252026293,552816053,11.054,UNKNOWN,0.0,2025-03-15 08:48:51.000000 UTC
60349098,84293,2025-03-15 08:50:35.000000 UTC,75477065,251827939,552831092,26.441,WALKING,84.0,2025-03-15 08:50:33.000000 UTC
60350394,86194,2025-03-15 08:53:49.000000 UTC,75511391,252092176,552727147,22.193,WALKING,98.0,2025-03-15 08:53:48.000000 UTC
60350177,94479,2025-03-15 08:54:08.000000 UTC,75514505,252089629,552744656,8.679,IN_VEHICLE,95.0,2025-03-15 08:54:06.000000 UTC
60349200,58250,2025-03-15 08:57:29.000000 UTC,75547907,251916976,552620766,600.0,UNKNOWN,40.0,2025-03-15 08:57:16.000000 UTC
60349669,91945,2025-03-15 08:49:56.000000 UTC,75469262,251886816,552621961,21.308,IN_VEHICLE,85.0,2025-03-15 08:49:48.000000 UTC
60350038,30139,2025-03-15 08:56:52.000000 UTC,75544340,252110188,552765579,1.533,UNKNOWN,40.0,2025-03-15 08:56:56.000000 UTC
60349902,92024,2025-03-15 08:54:14.000000 UTC,75514616,251849207,552602366,13.723,UNKNOWN,40.0,2025-03-15 08:54:07.000000 UTC
60350389,47289,2025-03-15 08:59:32.000000 UTC,75571279,251763835,552447523,23.195,UNKNOWN,40.0,2025-03-15 08:59:26.000000 UTC
60350665,62275,2025-03-15 08:57:31.000000 UTC,75549389,251888338,552599944,39.6,IN_VEHICLE,94.0,2025-03-15 08:57:25.000000 UTC
60349093,98622,2025-03-15 08:47:29.000000 UTC,75444274,251920550,552622199,4.542,IN_VEHICLE,90.0,2025-03-15 08:47:23.000000 UTC
60350109,18521,2025-03-15 09:00:10.000000 UTC,75576959,251904399,552645625,16.08,UNKNOWN,40.0,2025-03-15 08:59:57.000000 UTC
60349548,42128,2025-03-15 09:03:01.000000 UTC,75609932,251909531,552917728,200.0,UNKNOWN,40.0,2025-03-15 09:02:56.000000 UTC
60350739,71024,2025-03-15 09:03:34.000000 UTC,75616273,251936836,552899439,34.4,UNKNOWN,40.0,2025-03-15 09:03:31.000000 UTC
60352755,86456,2025-03-15 09:07:24.000000 UTC,75660580,251920915,552664512,114.804,UNKNOWN,40.0,2025-03-15 09:07:31.000000 UTC
60349352,48558,2025-03-15 09:01:35.000000 UTC,75593920,251895369,552841384,2.101,STILL,98.0,2025-03-15 09:01:30.000000 UTC
60350818,92022,2025-03-15 09:09:07.000000 UTC,75680453,251724532,553018328,17.536,WALKING,96.0,2025-03-15 09:09:19.000000 UTC
60351148,22375,2025-03-15 09:11:29.000000 UTC,75706499,252094768,552728141,38.188,STILL,54.0,2025-03-15 09:11:38.000000 UTC
60349570,62549,2025-03-15 09:08:28.000000 UTC,75666518,251803779,552710222,21.222,UNKNOWN,40.0,2025-03-15 09:08:03.000000 UTC
60350953,99216,2025-03-15 09:10:31.000000 UTC,75693317,252135735,552772050,699.999,IN_VEHICLE,96.0,2025-03-15 09:10:27.000000 UTC
60351688,94257,2025-03-15 09:10:52.000000 UTC,75697617,251845843,552604812,42.708,UNKNOWN,40.0,2025-03-15 09:10:50.000000 UTC
60351790,95799,2025-03-15 09:16:08.000000 UTC,75756161,251934958,552636890,22.918,UNKNOWN,40.0,2025-03-15 09:16:05.000000 UTC
60351610,65724,2025-03-15 09:07:54.000000 UTC,75662433,251901791,552639913,1.9,IN_VEHICLE,87.0,2025-03-15 09:07:41.000000 UTC
60349786,50261,2025-03-15 09:12:15.000000 UTC,75712153,251895300,552840267,2.25,IN_VEHICLE,86.0,2025-03-15 09:12:09.000000 UTC
60351834,73284,2025-03-15 09:14:31.000000 UTC,75740277,251854083,552919400,0.9,ON_BICYCLE,72.0,2025-03-15 09:14:39.000000 UTC
60353140,85296,2025-03-15 09:18:32.000000 UTC,75783582,251809216,552795554,7.206,UNKNOWN,40.0,2025-03-15 09:18:29.000000 UTC
60352844,71411,2025-03-15 09:14:54.000000 UTC,75743684,251877825,552716414,32.982,IN_VEHICLE,90.0,2025-03-15 09:14:58.000000 UTC
60353222,71332,2025-03-15 09:20:02.000000 UTC,75803915,251909382,552800709,8.5,WALKING,90.0,2025-03-15 09:20:15.000000 UTC
60350305,61654,2025-03-15 09:18:01.000000 UTC,75778195,251808430,552637616,7.296,TILTING,100.0,2025-03-15 09:18:01.000000 UTC
60351718,79057,2025-03-15 09:18:51.000000 UTC,75786006,251733067,553021267,1.25,IN_VEHICLE,89.0,2025-03-15 09:18:41.000000 UTC
60353318,8593,2025-03-15 09:25:26.000000 UTC,75860726,251724412,553051423,25.246,UNKNOWN,40.0,2025-03-15 09:25:11.000000 UTC
60350893,27150,2025-03-15 09:24:53.000000 UTC,75855987,251733166,553086229,61.664,TILTING,100.0,2025-03-15 09:24:47.000000 UTC
60353112,11645,2025-03-15 09:21:36.000000 UTC,75821270,252022139,552733679,25.676,STILL,50.0,2025-03-15 09:21:46.000000 UTC
60349157,65463,2025-03-15 09:20:55.000000 UTC,75811091,251869048,552658609,5.633,IN_VEHICLE,91.0,2025-03-15 09:20:52.000000 UTC
60353642,89934,2025-03-15 09:25:27.000000 UTC,75863059,251902920,552798547,600.0,STILL,100.0,2025-03-15 09:25:24.000000 UTC
60352017,94274,2025-03-15 09:25:44.000000 UTC,75864162,251920715,552621564,10.596,WALKING,98.0,2025-03-15 09:25:29.000000 UTC
60353888,94474,2025-03-15 09:27:39.000000 UTC,75891445,251853211,552762836,42.5,UNKNOWN,40.0,2025-03-15 09:27:51.000000 UTC
60354910,22375,2025-03-15 09:28:34.000000 UTC,75902434,252095223,552726745,16.035,WALKING,86.0,2025-03-15 09:28:48.000000 UTC
60351251,11243,2025-03-15 09:28:54.000000 UTC,75901117,251821920,552373994,1.65,IN_VEHICLE,82.0,2025-03-15 09:28:41.000000 UTC
60352130,94120,2025-03-15 09:29:42.000000 UTC,75911491,251888381,552600654,5.077,WALKING,99.0,2025-03-15 09:29:35.000000 UTC
60353295,33032,2025-03-15 09:30:51.000000 UTC,75923438,251732903,553020216,5.491,UNKNOWN,40.0,2025-03-15 09:30:38.000000 UTC
60353315,22377,2025-03-15 09:31:09.000000 UTC,75929462,251735923,553085596,56.1,IN_VEHICLE,96.0,2025-03-15 09:31:09.000000 UTC
60352522,16657,2025-03-15 09:25:03.000000 UTC,75861997,251926075,552663523,98.4,STILL,100.0,2025-03-15 09:25:18.000000 UTC
60354295,30965,2025-03-15 09:31:47.000000 UTC,75936387,252030374,552540052,3.79,IN_VEHICLE,94.0,2025-03-15 09:31:44.000000 UTC
60353154,62829,2025-03-15 09:31:28.000000 UTC,75935789,251715472,553023438,26.948,UNKNOWN,40.0,2025-03-15 09:31:41.000000 UTC
60352830,3281,2025-03-15 09:34:30.000000 UTC,75968412,251777973,552676654,1.9,UNKNOWN,40.0,2025-03-15 09:34:28.000000 UTC
60351444,70930,2025-03-15 09:30:01.000000 UTC,75917917,251842005,552601869,2.3,TILTING,100.0,2025-03-15 09:30:09.000000 UTC
60352678,74556,2025-03-15 09:36:51.000000 UTC,75994603,251852418,552860208,4.517,UNKNOWN,40.0,2025-03-15 09:36:42.000000 UTC
60353135,15150,2025-03-15 09:36:29.000000 UTC,75991721,251724669,553016220,5.002,TILTING,100.0,2025-03-15 09:36:27.000000 UTC
60351958,94771,2025-03-15 09:38:33.000000 UTC,76018056,251815729,552369960,3.3,WALKING,86.0,2025-03-15 09:38:41.000000 UTC
60353409,85238,2025-03-15 09:35:29.000000 UTC,75980189,251932133,552664850,1.216,STILL,100.0,2025-03-15 09:35:29.000000 UTC
60352463,97588,2025-03-15 09:35:18.000000 UTC,75979438,252089925,552723335,2.25,UNKNOWN,40.0,2025-03-15 09:35:25.000000 UTC
60354564,94941,2025-03-15 09:41:21.000000 UTC,76048307,252114318,552765033,45.986,UNKNOWN,40.0,2025-03-15 09:41:14.000000 UTC
60353532,94481,2025-03-15 09:31:06.000000 UTC,75927861,252103550,552753283,1.233,STILL,72.0,2025-03-15 09:31:01.000000 UTC
60354757,91537,2025-03-15 09:35:54.000000 UTC,75984823,251794350,552636133,0.98,IN_VEHICLE,97.0,2025-03-15 09:35:53.000000 UTC
60353512,24402,2025-03-15 09:41:39.000000 UTC,76056032,251906937,552654757,2.0,UNKNOWN,0.0,2025-03-15 09:41:53.000000 UTC
60351603,73947,2025-03-15 09:43:46.000000 UTC,76078286,252071531,552710803,3.79,STILL,87.0,2025-03-15 09:43:44.000000 UTC
60353940,74332,2025-03-15 09:39:15.000000 UTC,76026339,251889017,552602617,3.083,UNKNOWN,40.0,2025-03-15 09:39:23.000000 UTC
60356020,69829,2025-03-15 09:47:24.000000 UTC,76121281,251896183,552634472,129.688,STILL,100.0,2025-03-15 09:47:18.000000 UTC
60352708,86321,2025-03-15 09:44:59.000000 UTC,76090202,251808883,552638152,44.067,UNKNOWN,40.0,2025-03-15 09:44:43.000000 UTC
60351995,13002,2025-03-15 09:49:10.000000 UTC,76142571,252085475,552723802,16.093,TILTING,100.0,2025-03-15 09:49:04.000000 UTC
60354985,74216,2025-03-15 09:50:54.000000 UTC,76164332,251937004,552892869,6.146,STILL,100.0,2025-03-15 09:50:53.000000 UTC
60353143,2266,2025-03-15 09:53:00.000000 UTC,76189907,251799150,552770333,7.9,WALKING,88.0,2025-03-15 09:52:59.000000 UTC
60354872,28453,2025-03-15 09:54:03.000000 UTC,76201838,251736141,553046493,43.537,UNKNOWN,40.0,2025-03-15 09:53:57.000000 UTC
60354984,91309,2025-03-15 09:53:51.000000 UTC,76203158,252065455,552702366,34.4,UNKNOWN,40.0,2025-03-15 09:54:04.000000 UTC
60355673,90068,2025-03-15 09:52:24.000000 UTC,76183763,251815200,552774389,13.419,TILTING,100.0,2025-03-15 09:52:29.000000 UTC
60355817,33941,2025-03-15 09:54:52.000000 UTC,76212369,251949850,552655450,3.78,STILL,38.0,2025-03-15 09:54:49.000000 UTC
60352624,7504,2025-03-15 09:55:40.000000 UTC,76222183,251872383,552781433,1.7,WALKING,85.0,2025-03-15 09:55:36.000000 UTC
60355032,31367,2025-03-15 09:56:32.000000 UTC,76232400,251925011,552622300,600.0,UNKNOWN,40.0,2025-03-15 09:56:26.000000 UTC
60355251,20174,2025-03-15 09:56:29.000000 UTC,76231020,252101612,552731376,17.358,WALKING,88.0,2025-03-15 09:56:19.000000 UTC
60355302,81763,2025-03-15 09:57:29.000000 UTC,76245166,251730483,553053383,1.85,STILL,61.0,2025-03-15 09:57:28.000000 UTC
60356359,52990,2025-03-15 09:53:50.000000 UTC,76199922,251808349,552639433,2.274,TILTING,100.0,2025-03-15 09:53:48.000000 UTC
60354665,30094,2025-03-15 10:00:06.000000 UTC,76276015,252113051,552765535,16.648,UNKNOWN,40.0,2025-03-15 09:59:56.000000 UTC
60355235,9179,2025-03-15 09:58:41.000000 UTC,76259729,252098072,552733352,2.916,UNKNOWN,40.0,2025-03-15 09:58:38.000000 UTC
60354398,48046,2025-03-15 09:56:28.000000 UTC,76232189,251828536,552557301,66.339,IN_VEHICLE,93.0,2025-03-15 09:56:25.000000 UTC
60355686,79131,2025-03-15 10:02:03.000000 UTC,76303592,251848864,552818663,26.4,UNKNOWN,40.0,2025-03-15 10:02:07.000000 UTC
60355604,15796,2025-03-15 10:02:02.000000 UTC,76301258,251861250,552818696,53.011,ON_BICYCLE,64.0,2025-03-15 10:01:56.000000 UTC
60356484,57817,2025-03-15 10:02:54.000000 UTC,76314168,251857921,552622773,16.081,WALKING,96.0,2025-03-15 10:02:57.000000 UTC
60354360,58563,2025-03-15 10:01:39.000000 UTC,76295865,251872567,552678417,3.333,TILTING,100.0,2025-03-15 10:01:30.000000 UTC
60356472,16657,2025-03-15 09:54:12.000000 UTC,76207227,251905457,552644069,17.556,WALKING,94.0,2025-03-15 09:54:24.000000 UTC
60356243,36027,2025-03-15 10:02:26.000000 UTC,76306502,251882633,552605658,92.9,IN_VEHICLE,96.0,2025-03-15 10:02:20.000000 UTC
60355821,65391,2025-03-15 10:02:42.000000 UTC,76310972,251733568,552998427,2.05,IN_VEHICLE,98.0,2025-03-15 10:02:41.000000 UTC
60356305,62275,2025-03-15 09:58:31.000000 UTC,76257802,251803070,552636040,21.019,STILL,96.0,2025-03-15 09:58:28.000000 UTC
60357608,70868,2025-03-15 10:04:53.000000 UTC,76338496,251852224,552641025,3.0,STILL,100.0,2025-03-15 10:04:53.000000 UTC
60350263,32742,2025-03-15 10:06:43.000000 UTC,76362287,251722935,553064977,7.34,WALKING,91.0,2025-03-15 10:06:46.000000 UTC
60357023,33776,2025-03-15 10:09:40.000000 UTC,76397588,252088816,552720401,72.782,WALKING,98.0,2025-03-15 10:09:35.000000 UTC
60357766,63320,2025-03-15 10:07:34.000000 UTC,76375257,251873928,552619786,13.0,STILL,99.0,2025-03-15 10:07:48.000000 UTC
60357733,14009,2025-03-15 10:10:29.000000 UTC,76410112,251968588,552713414,16.373,UNKNOWN,40.0,2025-03-15 10:10:35.000000 UTC
60356678,91945,2025-03-15 10:10:22.000000 UTC,76408573,252081916,552741589,12.301,UNKNOWN,40.0,2025-03-15 10:10:27.000000 UTC
60356447,94458,2025-03-15 10:07:00.000000 UTC,76365600,251852829,552640824,3.09,UNKNOWN,40.0,2025-03-15 10:07:02.000000 UTC
60356322,11645,2025-03-15 10:06:59.000000 UTC,76366278,251844069,552902624,2.066,IN_VEHICLE,91.0,2025-03-15 10:07:05.000000 UTC
60357765,31365,2025-03-15 10:13:23.000000 UTC,76447322,251851700,552620400,1.083,IN_VEHICLE,85.0,2025-03-15 10:13:31.000000 UTC
60357810,22377,2025-03-15 10:15:26.000000 UTC,76469677,251721719,553006471,49.136,UNKNOWN,40.0,2025-03-15 10:15:17.000000 UTC
60353997,59079,2025-03-15 10:12:24.000000 UTC,76435983,251888520,552599403,48.286,WALKING,96.0,2025-03-15 10:12:38.000000 UTC
60357927,96515,2025-03-15 10:17:38.000000 UTC,76499500,252113383,552765818,6.419,UNKNOWN,40.0,2025-03-15 10:17:37.000000 UTC
60356404,24403,2025-03-15 10:13:51.000000 UTC,76452608,251853875,552606937,33.018,WALKING,97.0,2025-03-15 10:13:56.000000 UTC
60356079,14021,2025-03-15 10:18:09.000000 UTC,76505460,251771600,552475833,1.82,IN_VEHICLE,98.0,2025-03-15 10:18:06.000000 UTC
60355638,70927,2025-03-15 10:16:10.000000 UTC,76481026,251861062,552743633,5.243,STILL,97.0,2025-03-15 10:16:10.000000 UTC
60357870,86100,2025-03-15 10:18:14.000000 UTC,76507222,251896340,552642708,34.916,WALKING,97.0,2025-03-15 10:18:14.000000 UTC
60357363,86803,2025-03-15 10:21:36.000000 UTC,76547727,251111570,552450923,3.005,STILL,96.0,2025-03-15 10:21:23.000000 UTC
60357347,69724,2025-03-15 10:15:23.000000 UTC,76473370,251827830,552557660,52.4,STILL,44.0,2025-03-15 10:15:35.000000 UTC
