id_task,id_user,arrived_del_loc_at,id_telemetry,latitude,longitude,accuracy_radius,android_activity,android_activity_confidence,telemetry_time
60622309,65241,2025-03-18 00:44:07.000000 UTC,13875393,251803093,552641935,100.0,STILL,100.0,2025-03-18 00:44:07.000000 UTC
60622538,18808,2025-03-18 00:44:12.000000 UTC,13876544,251784500,552664453,4.223,WALKING,86.0,2025-03-18 00:44:21.000000 UTC
60622734,96691,2025-03-18 01:17:02.000000 UTC,14043887,251853983,552919000,2.483,TILTING,100.0,2025-03-18 01:17:04.000000 UTC
60622829,93461,2025-03-18 01:27:43.000000 UTC,14094395,252098331,552730805,3.5,STILL,77.0,2025-03-18 01:27:38.000000 UTC
60623020,85937,2025-03-18 02:37:26.000000 UTC,14399099,252082817,552742509,15.919,IN_VEHICLE,96.0,2025-03-18 02:37:26.000000 UTC
60623168,70319,2025-03-18 03:15:10.000000 UTC,14541271,251763821,552718457,14.426,UNKNOWN,40.0,2025-03-18 03:15:06.000000 UTC
60623318,91270,2025-03-18 03:36:07.000000 UTC,14619050,252020157,552527328,3.79,UNKNOWN,40.0,2025-03-18 03:36:06.000000 UTC
60623359,82929,2025-03-18 04:00:13.000000 UTC,14711652,252094441,552747139,3.246,UNKNOWN,40.0,2025-03-18 04:00:12.000000 UTC
60623523,93505,2025-03-18 04:18:08.000000 UTC,14786402,251859984,552742971,12.335,WALKING,96.0,2025-03-18 04:18:21.000000 UTC
60623397,86194,2025-03-18 04:22:26.000000 UTC,14801980,251979779,552665938,66.206,IN_VEHICLE,98.0,2025-03-18 04:22:11.000000 UTC
60623381,95954,2025-03-18 04:13:10.000000 UTC,14764614,251949958,552660960,5.1,ON_BICYCLE,71.0,2025-03-18 04:13:06.000000 UTC
60623698,91884,2025-03-18 04:25:20.000000 UTC,14815421,251889640,552592308,96.38,UNKNOWN,40.0,2025-03-18 04:25:30.000000 UTC
60623858,90224,2025-03-18 04:28:15.000000 UTC,14825971,251909626,552655948,7.39,WALKING,96.0,2025-03-18 04:28:06.000000 UTC
60623934,86526,2025-03-18 04:35:25.000000 UTC,14857575,251926083,552658783,7.1,WALKING,96.0,2025-03-18 04:35:43.000000 UTC
60623641,82584,2025-03-18 04:34:51.000000 UTC,14853300,252068635,552744783,5.28,UNKNOWN,40.0,2025-03-18 04:34:40.000000 UTC
60623814,83447,2025-03-18 04:45:02.000000 UTC,14895984,251803450,552679200,1.183,UNKNOWN,40.0,2025-03-18 04:45:00.000000 UTC
60623793,42311,2025-03-18 04:56:07.000000 UTC,14943255,251914977,552621039,5.056,STILL,49.0,2025-03-18 04:56:06.000000 UTC
60624052,96631,2025-03-18 04:55:08.000000 UTC,14938730,251754764,553090830,52.802,IN_VEHICLE,96.0,2025-03-18 04:55:03.000000 UTC
60623865,96685,2025-03-18 04:52:50.000000 UTC,14928487,251793117,552726167,2.76,IN_VEHICLE,96.0,2025-03-18 04:52:40.000000 UTC
60624081,91884,2025-03-18 04:57:30.000000 UTC,14948853,251897907,552966063,6.34,UNKNOWN,40.0,2025-03-18 04:57:23.000000 UTC
60624234,69829,2025-03-18 05:00:08.000000 UTC,14961497,251898873,552649726,38.803,WALKING,99.0,2025-03-18 05:00:14.000000 UTC
60624084,88846,2025-03-18 05:01:59.000000 UTC,14969060,252071317,552715133,1.266,IN_VEHICLE,95.0,2025-03-18 05:01:54.000000 UTC
60624173,24403,2025-03-18 05:11:29.000000 UTC,15011635,251891601,552608676,20.912,WALKING,96.0,2025-03-18 05:11:28.000000 UTC
60624186,45982,2025-03-18 05:11:13.000000 UTC,15009917,251782143,552746369,26.293,IN_VEHICLE,97.0,2025-03-18 05:11:06.000000 UTC
60624448,11246,2025-03-18 05:14:26.000000 UTC,15023921,251855080,552919890,15.91,IN_VEHICLE,91.0,2025-03-18 05:14:15.000000 UTC
60624631,39801,2025-03-18 05:26:49.000000 UTC,15080279,252037806,552694534,2.75,IN_VEHICLE,96.0,2025-03-18 05:26:46.000000 UTC
60624735,11349,2025-03-18 05:28:01.000000 UTC,15085893,251807836,552637578,3.872,WALKING,96.0,2025-03-18 05:28:00.000000 UTC
60624445,82882,2025-03-18 05:25:25.000000 UTC,15073219,252029671,552818150,6.628,WALKING,92.0,2025-03-18 05:25:12.000000 UTC
60624201,33252,2025-03-18 05:35:27.000000 UTC,15119077,251915545,552742649,119.277,UNKNOWN,40.0,2025-03-18 05:35:14.000000 UTC
60624383,65720,2025-03-18 05:29:43.000000 UTC,15093402,251908317,552645250,4.753,UNKNOWN,40.0,2025-03-18 05:29:38.000000 UTC
60624871,65110,2025-03-18 05:38:43.000000 UTC,15134111,252099927,552729728,3.79,STILL,96.0,2025-03-18 05:38:31.000000 UTC
60624549,35745,2025-03-18 05:35:27.000000 UTC,15120337,251891323,552611777,123.939,IN_VEHICLE,96.0,2025-03-18 05:35:30.000000 UTC
60624916,92659,2025-03-18 05:40:05.000000 UTC,15140370,251867963,552834498,2.1,UNKNOWN,40.0,2025-03-18 05:39:53.000000 UTC
60625481,26118,2025-03-18 05:45:50.000000 UTC,15168067,252015092,552738806,1.916,UNKNOWN,40.0,2025-03-18 05:45:52.000000 UTC
60624778,76495,2025-03-18 05:46:06.000000 UTC,15168869,251851713,552641863,1.5,UNKNOWN,40.0,2025-03-18 05:46:02.000000 UTC
60625070,94120,2025-03-18 05:49:57.000000 UTC,15187160,251913733,552702067,3.757,UNKNOWN,40.0,2025-03-18 05:49:56.000000 UTC
60625224,47372,2025-03-18 05:59:11.000000 UTC,15231488,251999015,552738412,82.5,UNKNOWN,40.0,2025-03-18 05:59:09.000000 UTC
60625330,18521,2025-03-18 06:04:51.000000 UTC,15260431,251918471,552912353,29.7,STILL,46.0,2025-03-18 06:05:03.000000 UTC
60625483,65078,2025-03-18 06:06:14.000000 UTC,15266662,252020297,552727142,100.0,UNKNOWN,40.0,2025-03-18 06:06:19.000000 UTC
60625168,21594,2025-03-18 06:08:41.000000 UTC,15278374,252047087,552697944,1.863,WALKING,97.0,2025-03-18 06:08:44.000000 UTC
60625229,33487,2025-03-18 06:10:19.000000 UTC,15285636,252010055,552725024,116.828,IN_VEHICLE,96.0,2025-03-18 06:10:13.000000 UTC
60625993,91391,2025-03-18 06:24:41.000000 UTC,15358121,252027550,552540150,1.2,IN_VEHICLE,89.0,2025-03-18 06:24:40.000000 UTC
60625846,85572,2025-03-18 06:21:38.000000 UTC,15343583,251900729,552639921,1.833,WALKING,93.0,2025-03-18 06:21:48.000000 UTC
60625845,72652,2025-03-18 06:24:08.000000 UTC,15354697,252001912,552745068,2.15,IN_VEHICLE,91.0,2025-03-18 06:23:59.000000 UTC
60625995,21579,2025-03-18 06:24:14.000000 UTC,15355960,251755388,553092582,1.55,UNKNOWN,40.0,2025-03-18 06:24:14.000000 UTC
60625656,58250,2025-03-18 06:23:18.000000 UTC,15347647,251948014,552662355,9.2,STILL,100.0,2025-03-18 06:22:36.000000 UTC
60626114,10904,2025-03-18 06:27:08.000000 UTC,15369707,251796583,552721067,1.3,UNKNOWN,40.0,2025-03-18 06:26:55.000000 UTC
60626233,82642,2025-03-18 06:31:00.000000 UTC,15390625,252083055,552757875,1.866,IN_VEHICLE,88.0,2025-03-18 06:30:59.000000 UTC
60625945,30139,2025-03-18 06:30:11.000000 UTC,15387458,252104133,552752450,1.6,STILL,100.0,2025-03-18 06:30:22.000000 UTC
60626175,39801,2025-03-18 06:40:31.000000 UTC,15440696,251731433,553053037,141.879,STILL,62.0,2025-03-18 06:40:30.000000 UTC
60626135,60029,2025-03-18 06:38:45.000000 UTC,15431712,252016745,552748934,4.8,STILL,51.0,2025-03-18 06:38:49.000000 UTC
60626462,93348,2025-03-18 06:44:14.000000 UTC,15460545,251736142,553021498,3.79,STILL,100.0,2025-03-18 06:44:10.000000 UTC
60626193,94120,2025-03-18 06:46:09.000000 UTC,15470432,251851005,552619489,1.214,UNKNOWN,40.0,2025-03-18 06:45:59.000000 UTC
60626333,13315,2025-03-18 06:56:49.000000 UTC,15530009,251848274,552785922,65.155,IN_VEHICLE,96.0,2025-03-18 06:56:44.000000 UTC
60627026,58250,2025-03-18 07:06:37.000000 UTC,15587422,251849672,552767481,96.877,STILL,100.0,2025-03-18 07:06:32.000000 UTC
60626889,16682,2025-03-18 07:09:13.000000 UTC,15603421,251919399,552737867,142.208,UNKNOWN,40.0,2025-03-18 07:09:12.000000 UTC
60626951,13038,2025-03-18 07:08:21.000000 UTC,15597080,251883388,552603465,5.163,UNKNOWN,40.0,2025-03-18 07:08:09.000000 UTC
60626938,8593,2025-03-18 07:13:59.000000 UTC,15632129,251845151,552604159,16.298,IN_VEHICLE,97.0,2025-03-18 07:13:54.000000 UTC
60627101,10904,2025-03-18 07:16:31.000000 UTC,15647508,251733069,553022635,1.9,IN_VEHICLE,93.0,2025-03-18 07:16:26.000000 UTC
60627144,81736,2025-03-18 07:16:09.000000 UTC,15645645,252108388,552760522,20.117,IN_VEHICLE,93.0,2025-03-18 07:16:08.000000 UTC
60627306,82051,2025-03-18 07:18:26.000000 UTC,15659177,251129770,552478027,3.79,IN_VEHICLE,98.0,2025-03-18 07:18:21.000000 UTC
60627277,21579,2025-03-18 07:09:32.000000 UTC,15604175,251854847,552643822,2.0,IN_VEHICLE,97.0,2025-03-18 07:09:20.000000 UTC
60627456,13881,2025-03-18 07:21:13.000000 UTC,15677914,251918021,552718289,64.1,UNKNOWN,40.0,2025-03-18 07:21:23.000000 UTC
60627530,47289,2025-03-18 07:21:30.000000 UTC,15677407,251909868,552813742,17.921,IN_VEHICLE,91.0,2025-03-18 07:21:18.000000 UTC
60627567,8077,2025-03-18 07:20:35.000000 UTC,15672732,251923605,552689641,51.134,UNKNOWN,40.0,2025-03-18 07:20:33.000000 UTC
60628255,64671,2025-03-18 07:27:43.000000 UTC,15718224,251844496,552761877,92.9,UNKNOWN,40.0,2025-03-18 07:27:48.000000 UTC
60628144,64323,2025-03-18 07:32:09.000000 UTC,15747479,251911272,552830018,79.418,WALKING,81.0,2025-03-18 07:32:20.000000 UTC
60628238,93506,2025-03-18 07:40:38.000000 UTC,15801766,251857033,552624983,1.85,UNKNOWN,40.0,2025-03-18 07:40:34.000000 UTC
60628002,91875,2025-03-18 07:34:10.000000 UTC,15758398,252009283,552732200,2.808,IN_VEHICLE,88.0,2025-03-18 07:34:01.000000 UTC
60628430,91326,2025-03-18 07:44:41.000000 UTC,15829777,252012010,552734580,2.28,STILL,97.0,2025-03-18 07:44:42.000000 UTC
60628297,30427,2025-03-18 07:46:59.000000 UTC,15845461,251919250,552622117,1.05,TILTING,100.0,2025-03-18 07:46:58.000000 UTC
60628408,70319,2025-03-18 07:48:37.000000 UTC,15855195,251858028,552600815,15.0,IN_VEHICLE,97.0,2025-03-18 07:48:23.000000 UTC
60628407,8593,2025-03-18 07:42:03.000000 UTC,15811327,251928929,552670211,92.9,WALKING,97.0,2025-03-18 07:41:58.000000 UTC
60627506,92570,2025-03-18 07:51:20.000000 UTC,15875968,252094134,552767278,37.516,UNKNOWN,40.0,2025-03-18 07:51:19.000000 UTC
60628831,74041,2025-03-18 07:49:34.000000 UTC,15862464,251908945,552812149,26.212,IN_VEHICLE,96.0,2025-03-18 07:49:25.000000 UTC
60628347,6104,2025-03-18 07:53:37.000000 UTC,15890981,251824152,552546772,2.622,IN_VEHICLE,94.0,2025-03-18 07:53:26.000000 UTC
60629049,45979,2025-03-18 07:54:53.000000 UTC,15900923,251813946,552533535,8.6,UNKNOWN,40.0,2025-03-18 07:54:50.000000 UTC
60628036,75991,2025-03-18 07:56:43.000000 UTC,15916375,251808210,552710256,29.331,IN_VEHICLE,93.0,2025-03-18 07:56:55.000000 UTC
60628388,93506,2025-03-18 07:57:37.000000 UTC,15923082,251968061,552716648,15.753,UNKNOWN,40.0,2025-03-18 07:57:50.000000 UTC
60628182,62567,2025-03-18 07:57:01.000000 UTC,15917716,251845934,552603134,6.336,STILL,61.0,2025-03-18 07:57:06.000000 UTC
60628211,96546,2025-03-18 07:50:44.000000 UTC,15871220,251824469,552556978,17.766,UNKNOWN,40.0,2025-03-18 07:50:39.000000 UTC
60628487,84322,2025-03-18 08:02:58.000000 UTC,15962202,252005004,552690946,5.425,UNKNOWN,40.0,2025-03-18 08:02:58.000000 UTC
60629314,33487,2025-03-18 08:02:40.000000 UTC,15959782,251803249,552711119,14.707,IN_VEHICLE,96.0,2025-03-18 08:02:40.000000 UTC
60629143,76140,2025-03-18 08:04:13.000000 UTC,15972252,252106258,552734268,27.049,UNKNOWN,40.0,2025-03-18 08:04:16.000000 UTC
60628468,61042,2025-03-18 08:04:49.000000 UTC,15975463,251871709,552814472,146.28,IN_VEHICLE,84.0,2025-03-18 08:04:42.000000 UTC
60628919,93510,2025-03-18 08:05:44.000000 UTC,15983543,252094989,552755881,17.967,UNKNOWN,40.0,2025-03-18 08:05:45.000000 UTC
60629278,92648,2025-03-18 08:09:24.000000 UTC,16011776,251858559,552624743,9.763,WALKING,97.0,2025-03-18 08:09:25.000000 UTC
60628491,15334,2025-03-18 07:56:06.000000 UTC,15910962,252027250,552815779,18.576,WALKING,98.0,2025-03-18 07:56:12.000000 UTC
60628885,99142,2025-03-18 08:10:57.000000 UTC,16023509,251867779,552751778,4.378,UNKNOWN,40.0,2025-03-18 08:10:54.000000 UTC
60629327,92521,2025-03-18 08:13:56.000000 UTC,16046792,251847366,552815300,1.083,UNKNOWN,40.0,2025-03-18 08:13:52.000000 UTC
60628902,58551,2025-03-18 08:15:36.000000 UTC,16060287,251715550,553069267,1.24,IN_VEHICLE,97.0,2025-03-18 08:15:34.000000 UTC
60628815,91767,2025-03-18 08:13:52.000000 UTC,16046717,251869216,552813776,3.08,IN_VEHICLE,96.0,2025-03-18 08:13:51.000000 UTC
60629554,88846,2025-03-18 08:12:03.000000 UTC,16033382,252001271,552743005,2.883,TILTING,100.0,2025-03-18 08:12:10.000000 UTC
60629812,31509,2025-03-18 08:16:33.000000 UTC,16068122,252111435,552763149,10.873,WALKING,94.0,2025-03-18 08:16:33.000000 UTC
60628390,8010,2025-03-18 08:12:59.000000 UTC,16038427,251843145,552609820,15.018,WALKING,90.0,2025-03-18 08:12:48.000000 UTC
60629348,86068,2025-03-18 08:16:02.000000 UTC,16065815,252111487,552762576,40.31,WALKING,90.0,2025-03-18 08:16:16.000000 UTC
60628926,92674,2025-03-18 08:20:21.000000 UTC,16098095,251899868,552642521,5.698,WALKING,97.0,2025-03-18 08:20:20.000000 UTC
60628760,91398,2025-03-18 08:14:11.000000 UTC,16050157,251902234,552598398,1.7,IN_VEHICLE,98.0,2025-03-18 08:14:17.000000 UTC
60629511,91875,2025-03-18 08:18:47.000000 UTC,16084940,251808600,552635783,1.32,UNKNOWN,40.0,2025-03-18 08:18:41.000000 UTC
60629493,92659,2025-03-18 08:17:30.000000 UTC,16076985,252013288,552730856,8.59,IN_VEHICLE,90.0,2025-03-18 08:17:41.000000 UTC
60629549,68029,2025-03-18 08:08:53.000000 UTC,16007667,252030876,552818401,8.505,UNKNOWN,40.0,2025-03-18 08:08:53.000000 UTC
60628770,8077,2025-03-18 08:15:23.000000 UTC,16060954,251817743,552530285,26.906,UNKNOWN,40.0,2025-03-18 08:15:39.000000 UTC
60630517,7591,2025-03-18 08:24:57.000000 UTC,16134759,252095452,552714702,1.74,UNKNOWN,40.0,2025-03-18 08:24:52.000000 UTC
60630032,15796,2025-03-18 08:26:21.000000 UTC,16145343,252016278,552736737,1.85,UNKNOWN,40.0,2025-03-18 08:26:11.000000 UTC
60629258,26237,2025-03-18 08:06:20.000000 UTC,15988572,251802392,552770789,4.982,UNKNOWN,40.0,2025-03-18 08:06:24.000000 UTC
60629308,71412,2025-03-18 08:29:58.000000 UTC,16176278,252080028,552737831,12.2618,STILL,100.0,2025-03-18 08:29:57.000000 UTC
60629426,87400,2025-03-18 08:29:47.000000 UTC,16175646,251074829,552398444,1.533,UNKNOWN,40.0,2025-03-18 08:29:52.000000 UTC
60629526,62275,2025-03-18 08:28:39.000000 UTC,16167693,251793621,553057104,1.716,TILTING,100.0,2025-03-18 08:28:54.000000 UTC
60629134,60704,2025-03-18 08:29:18.000000 UTC,16170826,251874383,552806150,2.45,STILL,32.0,2025-03-18 08:29:17.000000 UTC
60629393,71398,2025-03-18 08:32:13.000000 UTC,16195106,252010134,552737505,699.999,UNKNOWN,40.0,2025-03-18 08:32:13.000000 UTC
60629553,63298,2025-03-18 08:31:42.000000 UTC,16189696,251919477,552666289,57.525,WALKING,98.0,2025-03-18 08:31:34.000000 UTC
60629804,85571,2025-03-18 08:33:53.000000 UTC,16208698,252097966,552727533,0.933,UNKNOWN,40.0,2025-03-18 08:33:52.000000 UTC
60630416,95904,2025-03-18 08:31:48.000000 UTC,16190873,252017675,552729635,12.407,STILL,100.0,2025-03-18 08:31:42.000000 UTC
60630442,82066,2025-03-18 08:33:57.000000 UTC,16210324,251780917,552743717,2.817,STILL,100.0,2025-03-18 08:34:04.000000 UTC
60631080,96101,2025-03-18 08:36:28.000000 UTC,16231711,251889583,552965350,1.066,STILL,49.0,2025-03-18 08:36:37.000000 UTC
60629027,85937,2025-03-18 08:16:54.000000 UTC,16068956,251891688,552976278,30.807,UNKNOWN,40.0,2025-03-18 08:16:39.000000 UTC
60630012,91241,2025-03-18 08:38:44.000000 UTC,16249644,251064317,552407550,3.9,UNKNOWN,40.0,2025-03-18 08:38:44.000000 UTC
60629772,66050,2025-03-18 08:36:21.000000 UTC,16229314,251895751,552967170,16.541,IN_VEHICLE,98.0,2025-03-18 08:36:20.000000 UTC
60630444,76832,2025-03-18 08:39:49.000000 UTC,16261047,251891961,552671763,19.726,WALKING,90.0,2025-03-18 08:40:04.000000 UTC
60630836,92124,2025-03-18 08:38:59.000000 UTC,16249584,251870833,552811867,2.95,IN_VEHICLE,88.0,2025-03-18 08:38:44.000000 UTC
60630615,48211,2025-03-18 08:37:43.000000 UTC,16240343,251887160,552597683,21.038,UNKNOWN,40.0,2025-03-18 08:37:39.000000 UTC
60630290,63383,2025-03-18 08:41:05.000000 UTC,16269179,251858384,552797657,5.182,IN_VEHICLE,90.0,2025-03-18 08:41:01.000000 UTC
60631494,75991,2025-03-18 08:42:42.000000 UTC,16283347,251853679,552654821,39.486,UNKNOWN,40.0,2025-03-18 08:42:40.000000 UTC
60630422,58202,2025-03-18 08:37:28.000000 UTC,16238725,251876083,552982950,2.885,STILL,100.0,2025-03-18 08:37:27.000000 UTC
60630193,79057,2025-03-18 08:28:22.000000 UTC,16164141,252097966,552727498,1.4,STILL,97.0,2025-03-18 08:28:29.000000 UTC
60631019,69828,2025-03-18 08:44:47.000000 UTC,16302919,252007671,552741420,48.9,ON_BICYCLE,74.0,2025-03-18 08:44:57.000000 UTC
60631497,45982,2025-03-18 08:42:35.000000 UTC,16282056,251852310,552643664,46.363,IN_VEHICLE,95.0,2025-03-18 08:42:31.000000 UTC
60630303,96546,2025-03-18 08:45:53.000000 UTC,16308930,251953316,552655611,1.5,IN_VEHICLE,90.0,2025-03-18 08:45:39.000000 UTC
60631890,31509,2025-03-18 08:46:06.000000 UTC,16312882,252104763,552753347,54.325,UNKNOWN,40.0,2025-03-18 08:46:06.000000 UTC
60630550,62525,2025-03-18 08:42:03.000000 UTC,16277759,251810307,552632004,15.57,STILL,46.0,2025-03-18 08:42:01.000000 UTC
60631867,6076,2025-03-18 08:51:01.000000 UTC,16355232,251879663,552801846,156.9,WALKING,87.0,2025-03-18 08:50:59.000000 UTC
60631868,28453,2025-03-18 08:55:17.000000 UTC,16392522,252021239,552732853,33.282,UNKNOWN,40.0,2025-03-18 08:55:10.000000 UTC
60631332,77595,2025-03-18 08:47:45.000000 UTC,16325931,251882283,552809000,5.5,WALKING,97.0,2025-03-18 08:47:37.000000 UTC
60632031,62567,2025-03-18 08:53:55.000000 UTC,16381075,251858475,552864100,8.262,IN_VEHICLE,85.0,2025-03-18 08:53:54.000000 UTC
60631534,30140,2025-03-18 08:54:13.000000 UTC,16383225,252083538,552757916,39.842,UNKNOWN,40.0,2025-03-18 08:54:08.000000 UTC
60631861,86323,2025-03-18 08:57:28.000000 UTC,16414374,252093160,552751584,9.545,WALKING,91.0,2025-03-18 08:57:34.000000 UTC
60631764,65719,2025-03-18 08:53:24.000000 UTC,16377542,252006193,552731252,12.828,UNKNOWN,40.0,2025-03-18 08:53:31.000000 UTC
60630870,63369,2025-03-18 08:49:47.000000 UTC,16344242,252019759,552731932,31.188,UNKNOWN,40.0,2025-03-18 08:49:44.000000 UTC
60631154,18355,2025-03-18 08:44:47.000000 UTC,16300655,252026162,552759979,30.474,IN_VEHICLE,97.0,2025-03-18 08:44:41.000000 UTC
60631958,94120,2025-03-18 08:56:50.000000 UTC,16408881,252020627,552731032,27.512,UNKNOWN,40.0,2025-03-18 08:56:58.000000 UTC
60630391,79497,2025-03-18 08:50:06.000000 UTC,16347342,251876567,552580967,1.5,STILL,98.0,2025-03-18 08:50:05.000000 UTC
60631628,24403,2025-03-18 08:56:42.000000 UTC,16404765,251950968,552693886,7.886,WALKING,97.0,2025-03-18 08:56:31.000000 UTC
60632825,46798,2025-03-18 09:00:49.000000 UTC,16443977,251918331,552622608,6.851,TILTING,100.0,2025-03-18 09:00:47.000000 UTC
60632572,64676,2025-03-18 08:59:09.000000 UTC,16427726,251896360,552965466,5.378,IN_VEHICLE,96.0,2025-03-18 08:59:02.000000 UTC
60630649,40475,2025-03-18 09:00:48.000000 UTC,16441943,251896199,552971548,39.721,WALKING,94.0,2025-03-18 09:00:34.000000 UTC
60630441,82339,2025-03-18 09:00:45.000000 UTC,16444506,251881168,552611858,52.146,UNKNOWN,40.0,2025-03-18 09:00:50.000000 UTC
60631742,93505,2025-03-18 09:04:02.000000 UTC,16476164,252038935,552769058,7.517,WALKING,96.0,2025-03-18 09:04:13.000000 UTC
60632247,76138,2025-03-18 09:05:29.000000 UTC,16487083,252022353,552733535,20.0,UNKNOWN,40.0,2025-03-18 09:05:24.000000 UTC
60632351,92570,2025-03-18 09:00:56.000000 UTC,16445827,252090194,552788462,16.358,UNKNOWN,40.0,2025-03-18 09:00:59.000000 UTC
60632006,8593,2025-03-18 09:02:56.000000 UTC,16465112,251882463,552973989,9.76,WALKING,98.0,2025-03-18 09:03:02.000000 UTC
60631484,64933,2025-03-18 09:05:53.000000 UTC,16491915,251847150,552596800,3.0,WALKING,98.0,2025-03-18 09:05:55.000000 UTC
60632960,71356,2025-03-18 09:09:42.000000 UTC,16527348,251949558,552657455,83.087,UNKNOWN,40.0,2025-03-18 09:09:44.000000 UTC
60630960,31367,2025-03-18 09:01:46.000000 UTC,16454181,251806387,552354246,1.683,IN_VEHICLE,96.0,2025-03-18 09:01:53.000000 UTC
60632692,91944,2025-03-18 09:08:22.000000 UTC,16514805,251850892,552620948,8.43,IN_VEHICLE,95.0,2025-03-18 09:08:24.000000 UTC
60632418,84338,2025-03-18 09:09:33.000000 UTC,16523607,251844194,552762359,2.683,UNKNOWN,40.0,2025-03-18 09:09:20.000000 UTC
60632008,69829,2025-03-18 09:07:35.000000 UTC,16509390,251857070,552645367,9.88,WALKING,87.0,2025-03-18 09:07:49.000000 UTC
60633419,49728,2025-03-18 09:13:40.000000 UTC,16564622,251788415,552728085,165.32,STILL,100.0,2025-03-18 09:13:38.000000 UTC
60632576,59071,2025-03-18 09:14:48.000000 UTC,16577887,251852533,552641183,2.283,UNKNOWN,40.0,2025-03-18 09:15:01.000000 UTC
60633037,18521,2025-03-18 09:08:01.000000 UTC,16513112,251892995,552699303,24.503,STILL,99.0,2025-03-18 09:08:13.000000 UTC
60631645,65681,2025-03-18 09:15:53.000000 UTC,16584913,252004120,552731724,28.71,WALKING,89.0,2025-03-18 09:15:45.000000 UTC
60634033,86455,2025-03-18 09:16:33.000000 UTC,16593102,251885471,552696237,21.04,UNKNOWN,40.0,2025-03-18 09:16:38.000000 UTC
60633349,23309,2025-03-18 09:16:58.000000 UTC,16598731,251858010,552640023,22.221,ON_FOOT,89.0,2025-03-18 09:17:14.000000 UTC
60631820,92365,2025-03-18 09:12:17.000000 UTC,16551560,252005767,552687833,2.983,UNKNOWN,40.0,2025-03-18 09:12:16.000000 UTC
60634142,21562,2025-03-18 09:23:04.000000 UTC,16653117,251736487,553021174,13.817,WALKING,86.0,2025-03-18 09:22:54.000000 UTC
60633282,91436,2025-03-18 09:22:33.000000 UTC,16649128,252051684,552694338,2.225,WALKING,98.0,2025-03-18 09:22:30.000000 UTC
60632284,91309,2025-03-18 09:21:28.000000 UTC,16641388,251858438,552643911,2.333,TILTING,100.0,2025-03-18 09:21:43.000000 UTC
60633753,50288,2025-03-18 09:29:16.000000 UTC,16714119,252009132,552704681,58.694,UNKNOWN,40.0,2025-03-18 09:29:13.000000 UTC
60632450,78862,2025-03-18 09:20:26.000000 UTC,16628696,251802399,552693782,25.212,STILL,97.0,2025-03-18 09:20:24.000000 UTC
60633001,77037,2025-03-18 09:27:54.000000 UTC,16702792,251771800,552734200,1.0,STILL,48.0,2025-03-18 09:28:03.000000 UTC
60633652,77595,2025-03-18 09:28:04.000000 UTC,16701327,251736288,553056609,4.525,STILL,98.0,2025-03-18 09:27:54.000000 UTC
60633990,2266,2025-03-18 09:31:52.000000 UTC,16738743,252011350,552717293,16.232,UNKNOWN,40.0,2025-03-18 09:31:47.000000 UTC
60633504,77865,2025-03-18 09:23:01.000000 UTC,16652878,251880800,552614417,8.1,IN_VEHICLE,95.0,2025-03-18 09:22:53.000000 UTC
60633426,62523,2025-03-18 09:27:12.000000 UTC,16696115,251883650,552614400,0.9,STILL,100.0,2025-03-18 09:27:22.000000 UTC
60633091,96549,2025-03-18 09:28:21.000000 UTC,16705208,251115457,552458032,3.7,STILL,63.0,2025-03-18 09:28:18.000000 UTC
60634298,63502,2025-03-18 09:33:25.000000 UTC,16754386,251994443,552732137,26.404,ON_BICYCLE,70.0,2025-03-18 09:33:23.000000 UTC
60633052,8040,2025-03-18 09:35:35.000000 UTC,16775989,251815865,552369678,4.789,STILL,100.0,2025-03-18 09:35:35.000000 UTC
60633123,85572,2025-03-18 09:35:04.000000 UTC,16768742,251808817,552637408,2.521,UNKNOWN,40.0,2025-03-18 09:34:51.000000 UTC
60634396,92349,2025-03-18 09:40:26.000000 UTC,16821800,251848882,552818847,11.593,WALKING,94.0,2025-03-18 09:40:16.000000 UTC
60633764,97677,2025-03-18 09:36:00.000000 UTC,16781061,251788184,553088092,13.901,IN_VEHICLE,83.0,2025-03-18 09:36:06.000000 UTC
60634531,84321,2025-03-18 09:39:27.000000 UTC,16812124,251134461,552455023,1.8,UNKNOWN,40.0,2025-03-18 09:39:17.000000 UTC
60635343,82929,2025-03-18 09:42:42.000000 UTC,16847879,252087266,552721280,4.326,WALKING,93.0,2025-03-18 09:42:53.000000 UTC
60634162,68813,2025-03-18 09:30:17.000000 UTC,16723987,252100667,552729033,1.05,UNKNOWN,40.0,2025-03-18 09:30:15.000000 UTC
60634055,95274,2025-03-18 09:44:30.000000 UTC,16865012,252022517,552733418,14.881,UNKNOWN,40.0,2025-03-18 09:44:36.000000 UTC
60634301,91095,2025-03-18 09:42:12.000000 UTC,16842965,251945235,552670495,1.85,UNKNOWN,40.0,2025-03-18 09:42:24.000000 UTC
60635009,33822,2025-03-18 09:46:07.000000 UTC,16880249,251966916,552713587,6.043,STILL,100.0,2025-03-18 09:46:07.000000 UTC
60634206,93854,2025-03-18 09:51:10.000000 UTC,16933823,251868685,552574998,18.861,WALKING,96.0,2025-03-18 09:51:25.000000 UTC
60635635,65110,2025-03-18 09:48:01.000000 UTC,16898780,252094118,552768384,21.572,WALKING,83.0,2025-03-18 09:47:57.000000 UTC
