id_task,id_user,arrived_del_loc_at
60637177,81985,2025-03-18 10:10:39.000000 UTC
60636828,60029,2025-03-18 10:12:12.000000 UTC
60636624,93511,2025-03-18 10:12:30.000000 UTC
60635643,69307,2025-03-18 10:17:30.000000 UTC
60636855,62273,2025-03-18 10:19:21.000000 UTC
60636780,96279,2025-03-18 10:15:45.000000 UTC
60636829,85571,2025-03-18 10:17:07.000000 UTC
60637979,95904,2025-03-18 10:20:19.000000 UTC
60635950,87627,2025-03-18 10:08:03.000000 UTC
60636555,77550,2025-03-18 10:22:25.000000 UTC
60637282,81737,2025-03-18 10:22:04.000000 UTC
60636324,96546,2025-03-18 10:19:18.000000 UTC
60636643,46980,2025-03-18 10:06:27.000000 UTC
60636276,97020,2025-03-18 10:28:08.000000 UTC
60638161,62525,2025-03-18 10:27:32.000000 UTC
60637722,92575,2025-03-18 10:28:05.000000 UTC
60637139,78874,2025-03-18 10:30:30.000000 UTC
60636980,74551,2025-03-18 10:27:55.000000 UTC
60637793,91123,2025-03-18 10:30:31.000000 UTC
60636466,35745,2025-03-18 10:09:29.000000 UTC
60637761,69828,2025-03-18 10:28:32.000000 UTC
60636534,58202,2025-03-18 10:22:26.000000 UTC
60636626,8077,2025-03-18 10:27:48.000000 UTC
60638553,74485,2025-03-18 10:31:46.000000 UTC
60638638,71398,2025-03-18 10:36:47.000000 UTC
60638643,63320,2025-03-18 10:36:57.000000 UTC
60636512,14009,2025-03-18 10:34:11.000000 UTC
60639065,21818,2025-03-18 10:36:47.000000 UTC
60638091,94214,2025-03-18 10:38:31.000000 UTC
60539679,85801,2025-03-17 00:38:49.000000 UTC
60540209,85977,2025-03-17 01:09:20.000000 UTC
60540606,91274,2025-03-17 02:53:51.000000 UTC
60540711,39824,2025-03-17 03:29:26.000000 UTC
60541049,87499,2025-03-17 04:12:53.000000 UTC
60540966,33822,2025-03-17 04:26:37.000000 UTC
60541146,79136,2025-03-17 04:22:59.000000 UTC
60541287,61822,2025-03-17 04:24:33.000000 UTC
60541116,96700,2025-03-17 04:28:43.000000 UTC
60541235,70152,2025-03-17 04:36:04.000000 UTC
60541510,83844,2025-03-17 04:43:44.000000 UTC
60541266,62829,2025-03-17 04:44:49.000000 UTC
60541621,67224,2025-03-17 04:46:09.000000 UTC
60541472,47372,2025-03-17 04:59:30.000000 UTC
60541713,8593,2025-03-17 05:04:32.000000 UTC
60541826,91884,2025-03-17 05:10:07.000000 UTC
60541814,65887,2025-03-17 05:12:49.000000 UTC
60541557,96398,2025-03-17 05:07:51.000000 UTC
60541943,92554,2025-03-17 05:14:10.000000 UTC
60541940,22757,2025-03-17 05:18:01.000000 UTC
60541788,99777,2025-03-17 05:23:34.000000 UTC
60542017,62273,2025-03-17 05:23:49.000000 UTC
60541841,71361,2025-03-17 05:23:18.000000 UTC
60542293,45984,2025-03-17 05:37:50.000000 UTC
60541894,96700,2025-03-17 05:27:19.000000 UTC
60542411,96631,2025-03-17 05:33:14.000000 UTC
60542522,91884,2025-03-17 05:50:22.000000 UTC
60542235,77350,2025-03-17 05:52:16.000000 UTC
60541866,76846,2025-03-17 05:51:10.000000 UTC
60542667,31763,2025-03-17 05:57:27.000000 UTC
60542175,79496,2025-03-17 05:50:41.000000 UTC
60542762,92659,2025-03-17 06:01:15.000000 UTC
60542748,91137,2025-03-17 06:04:29.000000 UTC
60542548,59070,2025-03-17 06:14:48.000000 UTC
60542916,92554,2025-03-17 06:19:14.000000 UTC
60542890,96318,2025-03-17 06:19:39.000000 UTC
60542904,92925,2025-03-17 06:24:26.000000 UTC
60543249,61751,2025-03-17 06:23:11.000000 UTC
60543118,96320,2025-03-17 06:23:46.000000 UTC
60542989,93043,2025-03-17 06:28:26.000000 UTC
60543006,87627,2025-03-17 06:24:51.000000 UTC
60543126,64871,2025-03-17 06:26:46.000000 UTC
60543194,91588,2025-03-17 06:28:59.000000 UTC
60543425,70319,2025-03-17 06:39:40.000000 UTC
60543366,96689,2025-03-17 06:42:19.000000 UTC
60543675,70152,2025-03-17 06:44:30.000000 UTC
60543419,81763,2025-03-17 06:41:43.000000 UTC
60542947,95948,2025-03-17 06:44:11.000000 UTC
60543991,87627,2025-03-17 06:52:18.000000 UTC
60544044,16883,2025-03-17 06:58:59.000000 UTC
60543401,94777,2025-03-17 06:52:16.000000 UTC
60543658,30094,2025-03-17 06:57:43.000000 UTC
60543900,79167,2025-03-17 07:04:18.000000 UTC
60543766,92349,2025-03-17 06:56:17.000000 UTC
60544023,30137,2025-03-17 06:58:51.000000 UTC
60544479,91588,2025-03-17 07:10:40.000000 UTC
60544391,70691,2025-03-17 07:11:14.000000 UTC
60544356,70152,2025-03-17 07:14:51.000000 UTC
60544670,51502,2025-03-17 07:21:44.000000 UTC
60544763,73995,2025-03-17 07:24:55.000000 UTC
60544079,76495,2025-03-17 07:25:43.000000 UTC
60544206,91335,2025-03-17 07:26:15.000000 UTC
60545198,93537,2025-03-17 07:35:16.000000 UTC
60545173,98659,2025-03-17 07:32:57.000000 UTC
60544787,94777,2025-03-17 07:34:07.000000 UTC
60544869,99175,2025-03-17 07:40:15.000000 UTC
60545465,62525,2025-03-17 07:44:56.000000 UTC
60544654,29007,2025-03-17 07:49:16.000000 UTC
60545174,91588,2025-03-17 07:46:39.000000 UTC
60545314,8360,2025-03-17 07:48:42.000000 UTC
60545179,87499,2025-03-17 07:50:45.000000 UTC
60545467,76845,2025-03-17 07:50:09.000000 UTC
60545382,91537,2025-03-17 07:50:22.000000 UTC
60545305,51565,2025-03-17 07:56:19.000000 UTC
60545783,7114,2025-03-17 07:57:01.000000 UTC
60545573,79137,2025-03-17 07:58:53.000000 UTC
60545715,57817,2025-03-17 07:58:26.000000 UTC
60545395,16657,2025-03-17 07:58:43.000000 UTC
60546043,93537,2025-03-17 07:56:15.000000 UTC
60545750,36027,2025-03-17 08:01:25.000000 UTC
60545883,69828,2025-03-17 07:53:59.000000 UTC
60546284,93043,2025-03-17 08:00:41.000000 UTC
60546171,61501,2025-03-17 08:01:06.000000 UTC
60545434,61542,2025-03-17 07:57:43.000000 UTC
60546325,87175,2025-03-17 08:05:43.000000 UTC
60545481,11941,2025-03-17 08:06:00.000000 UTC
60545279,58563,2025-03-17 08:07:49.000000 UTC
60545364,56446,2025-03-17 08:10:27.000000 UTC
60546331,33382,2025-03-17 08:11:13.000000 UTC
60545946,79169,2025-03-17 08:11:10.000000 UTC
60546405,60780,2025-03-17 08:13:21.000000 UTC
60546059,16674,2025-03-17 08:13:32.000000 UTC
60546498,65293,2025-03-17 08:13:44.000000 UTC
60546000,39705,2025-03-17 08:15:54.000000 UTC
60546949,91537,2025-03-17 08:18:14.000000 UTC
60547149,61722,2025-03-17 08:18:24.000000 UTC
60546460,11645,2025-03-17 08:15:16.000000 UTC
60546274,91095,2025-03-17 08:18:25.000000 UTC
60546851,45979,2025-03-17 08:23:52.000000 UTC
60546808,92248,2025-03-17 08:24:28.000000 UTC
60545952,11349,2025-03-17 08:29:03.000000 UTC
60547278,93043,2025-03-17 08:20:20.000000 UTC
60547435,6104,2025-03-17 08:30:24.000000 UTC
60545877,92746,2025-03-17 08:26:11.000000 UTC
60547156,13007,2025-03-17 08:33:38.000000 UTC
60546930,9969,2025-03-17 08:33:51.000000 UTC
60547845,60780,2025-03-17 08:35:30.000000 UTC
60546877,73284,2025-03-17 08:38:00.000000 UTC
60547456,91884,2025-03-17 08:35:24.000000 UTC
60545871,13002,2025-03-17 08:16:14.000000 UTC
60546925,74724,2025-03-17 08:38:14.000000 UTC
60546593,91263,2025-03-17 08:41:48.000000 UTC
60547616,77987,2025-03-17 08:41:42.000000 UTC
60548228,76495,2025-03-17 08:39:32.000000 UTC
60547768,98855,2025-03-17 08:40:44.000000 UTC
60547588,61542,2025-03-17 08:42:09.000000 UTC
60547744,60673,2025-03-17 08:44:39.000000 UTC
60547245,76404,2025-03-17 08:33:39.000000 UTC
60547208,16657,2025-03-17 08:22:04.000000 UTC
60546856,94775,2025-03-17 08:44:44.000000 UTC
60547738,96689,2025-03-17 08:42:10.000000 UTC
60547887,71398,2025-03-17 08:42:31.000000 UTC
60547501,92626,2025-03-17 08:40:56.000000 UTC
60548114,47289,2025-03-17 08:45:57.000000 UTC
60547381,95274,2025-03-17 08:38:20.000000 UTC
60547348,28198,2025-03-17 08:56:44.000000 UTC
60547702,29896,2025-03-17 08:55:04.000000 UTC
60547992,85585,2025-03-17 08:57:07.000000 UTC
60548997,14227,2025-03-17 09:02:33.000000 UTC
60548607,90775,2025-03-17 08:55:33.000000 UTC
60547585,87627,2025-03-17 09:03:25.000000 UTC
60548317,73168,2025-03-17 09:07:05.000000 UTC
60547767,21586,2025-03-17 09:06:09.000000 UTC
60548920,19761,2025-03-17 09:05:37.000000 UTC
60547202,60709,2025-03-17 08:43:52.000000 UTC
60547263,94477,2025-03-17 09:10:07.000000 UTC
60548739,31754,2025-03-17 09:14:26.000000 UTC
60548602,15448,2025-03-17 09:17:35.000000 UTC
60548059,65293,2025-03-17 09:16:32.000000 UTC
60549798,47289,2025-03-17 09:19:12.000000 UTC
60548486,14476,2025-03-17 09:16:35.000000 UTC
60548889,797,2025-03-17 09:16:38.000000 UTC
60547609,94479,2025-03-17 09:13:35.000000 UTC
60548864,93537,2025-03-17 09:16:36.000000 UTC
60547638,46798,2025-03-17 09:15:09.000000 UTC
60550121,78197,2025-03-17 09:23:06.000000 UTC
60550179,75991,2025-03-17 09:21:28.000000 UTC
60547717,11243,2025-03-17 09:20:59.000000 UTC
60548909,30851,2025-03-17 09:21:31.000000 UTC
60548619,63483,2025-03-17 09:17:54.000000 UTC
60550103,27138,2025-03-17 09:28:41.000000 UTC
60549136,87175,2025-03-17 09:25:53.000000 UTC
60548780,91884,2025-03-17 09:30:14.000000 UTC
60550009,95637,2025-03-17 09:28:24.000000 UTC
60547750,81810,2025-03-17 09:30:05.000000 UTC
60550827,10949,2025-03-17 09:31:14.000000 UTC
60550729,31754,2025-03-17 09:35:22.000000 UTC
60551049,95795,2025-03-17 09:35:09.000000 UTC
60549917,63502,2025-03-17 09:19:59.000000 UTC
60551132,92234,2025-03-17 09:35:45.000000 UTC
60550189,65507,2025-03-17 09:35:43.000000 UTC
60549900,85585,2025-03-17 09:33:35.000000 UTC
60549412,92349,2025-03-17 09:35:43.000000 UTC
60549091,21579,2025-03-17 09:37:59.000000 UTC
60549930,30094,2025-03-17 09:36:06.000000 UTC
60550474,18909,2025-03-17 09:35:18.000000 UTC
60549776,8066,2025-03-17 09:39:06.000000 UTC
60550198,51565,2025-03-17 09:37:59.000000 UTC
60551408,91945,2025-03-17 09:40:19.000000 UTC
60549717,1213,2025-03-17 09:36:34.000000 UTC
60549598,30990,2025-03-17 09:33:35.000000 UTC
60548763,1115,2025-03-17 09:35:14.000000 UTC
60548884,95948,2025-03-17 09:31:24.000000 UTC
60550706,94120,2025-03-17 09:40:13.000000 UTC
60551353,93537,2025-03-17 09:46:46.000000 UTC
60550829,65681,2025-03-17 09:31:53.000000 UTC
60550104,84481,2025-03-17 09:41:27.000000 UTC
60551141,26619,2025-03-17 09:45:33.000000 UTC
60551999,57817,2025-03-17 09:49:37.000000 UTC
60549003,74724,2025-03-17 09:48:03.000000 UTC
60549873,79137,2025-03-17 09:45:17.000000 UTC
60551687,65463,2025-03-17 09:47:31.000000 UTC
60551541,96631,2025-03-17 09:47:32.000000 UTC
60549008,63135,2025-03-17 09:50:59.000000 UTC
60548272,11895,2025-03-17 09:47:25.000000 UTC
60551870,20367,2025-03-17 09:49:53.000000 UTC
60549753,84475,2025-03-17 09:50:22.000000 UTC
60549997,99759,2025-03-17 09:53:13.000000 UTC
60550644,92245,2025-03-17 09:51:50.000000 UTC
60552150,77983,2025-03-17 09:49:55.000000 UTC
60552287,90895,2025-03-17 09:50:01.000000 UTC
60551949,92471,2025-03-17 09:52:13.000000 UTC
60551257,82929,2025-03-17 09:54:36.000000 UTC
60550020,60673,2025-03-17 09:53:12.000000 UTC
60551957,30852,2025-03-17 09:56:46.000000 UTC
60551422,92030,2025-03-17 09:49:52.000000 UTC
60550541,61744,2025-03-17 09:57:09.000000 UTC
60552882,29896,2025-03-17 10:01:05.000000 UTC
60549054,34766,2025-03-17 09:58:06.000000 UTC
60550852,61650,2025-03-17 10:00:34.000000 UTC
60551066,96188,2025-03-17 09:57:37.000000 UTC
60551179,91263,2025-03-17 10:06:28.000000 UTC
60548260,94775,2025-03-17 09:37:38.000000 UTC
60550758,92236,2025-03-17 10:01:55.000000 UTC
60553096,91945,2025-03-17 10:08:09.000000 UTC
60553157,19937,2025-03-17 10:05:52.000000 UTC
60552044,71356,2025-03-17 10:08:32.000000 UTC
60553551,91559,2025-03-17 10:10:51.000000 UTC
60552794,10949,2025-03-17 10:11:25.000000 UTC
60552249,92349,2025-03-17 10:10:00.000000 UTC
60551790,58250,2025-03-17 10:09:19.000000 UTC
60551804,4728,2025-03-17 10:09:45.000000 UTC
60552827,86507,2025-03-17 10:10:02.000000 UTC
60551991,95637,2025-03-17 10:05:52.000000 UTC
60550834,91142,2025-03-17 10:16:33.000000 UTC
60553400,84481,2025-03-17 10:15:38.000000 UTC
60552988,85585,2025-03-17 10:15:03.000000 UTC
60552363,11939,2025-03-17 10:13:55.000000 UTC
60553277,65681,2025-03-17 10:16:48.000000 UTC
60553524,48544,2025-03-17 10:17:05.000000 UTC
60553437,73168,2025-03-17 10:20:06.000000 UTC
60553097,74556,2025-03-17 10:16:45.000000 UTC
60549819,79057,2025-03-17 10:17:24.000000 UTC
60552132,70691,2025-03-17 10:17:25.000000 UTC
60554326,65293,2025-03-17 10:24:56.000000 UTC
60552878,58563,2025-03-17 10:26:48.000000 UTC
60552481,72845,2025-03-17 10:29:34.000000 UTC
60554748,8080,2025-03-17 10:30:36.000000 UTC
60555683,26118,2025-03-17 10:34:47.000000 UTC
60552361,95637,2025-03-17 10:33:43.000000 UTC
60553373,93537,2025-03-17 10:30:55.000000 UTC
60554335,70327,2025-03-17 10:35:33.000000 UTC
60554321,62829,2025-03-17 10:34:19.000000 UTC
60554011,97857,2025-03-17 10:33:21.000000 UTC
60554028,94428,2025-03-17 10:37:42.000000 UTC
60553221,94259,2025-03-17 10:28:36.000000 UTC
60554044,81737,2025-03-17 10:33:53.000000 UTC
60553359,82210,2025-03-17 10:39:32.000000 UTC
60554461,96546,2025-03-17 10:39:58.000000 UTC
60555246,62525,2025-03-17 10:43:10.000000 UTC
60553026,74297,2025-03-17 10:40:53.000000 UTC
60553697,3640,2025-03-17 10:40:56.000000 UTC
60554724,29003,2025-03-17 10:42:51.000000 UTC
60555285,14476,2025-03-17 10:36:18.000000 UTC
60554839,85284,2025-03-17 10:41:56.000000 UTC
60554713,13881,2025-03-17 10:46:34.000000 UTC
60553792,73275,2025-03-17 10:43:33.000000 UTC
60553319,52990,2025-03-17 10:38:50.000000 UTC
60555336,93361,2025-03-17 10:44:23.000000 UTC
60556070,39824,2025-03-17 10:46:01.000000 UTC
60554371,51532,2025-03-17 10:48:15.000000 UTC
60554316,91137,2025-03-17 10:49:55.000000 UTC
60555507,8657,2025-03-17 10:47:56.000000 UTC
60553407,77355,2025-03-17 10:46:18.000000 UTC
60555982,74556,2025-03-17 10:50:12.000000 UTC
60553323,71358,2025-03-17 10:52:41.000000 UTC
60555082,15796,2025-03-17 10:54:17.000000 UTC
60555590,91832,2025-03-17 10:53:38.000000 UTC
60554278,74551,2025-03-17 10:49:16.000000 UTC
60555040,85284,2025-03-17 10:54:37.000000 UTC
60556624,94428,2025-03-17 11:01:08.000000 UTC
60556349,24389,2025-03-17 11:02:46.000000 UTC
60555804,57626,2025-03-17 11:02:18.000000 UTC
60552047,81810,2025-03-17 10:52:09.000000 UTC
60555607,45984,2025-03-17 11:02:42.000000 UTC
60557213,30852,2025-03-17 11:02:51.000000 UTC
60555311,94280,2025-03-17 11:02:42.000000 UTC
60555172,80682,2025-03-17 11:00:28.000000 UTC
60556086,76404,2025-03-17 11:07:18.000000 UTC
60556433,40475,2025-03-17 11:06:41.000000 UTC
60555962,2108,2025-03-17 11:09:23.000000 UTC
60555567,84292,2025-03-17 11:05:20.000000 UTC
60555129,93510,2025-03-17 11:00:29.000000 UTC
60557126,91768,2025-03-17 11:11:38.000000 UTC
60556397,22375,2025-03-17 11:02:47.000000 UTC
60556993,71398,2025-03-17 11:13:37.000000 UTC
60556429,89462,2025-03-17 11:16:42.000000 UTC
60557109,82045,2025-03-17 11:16:32.000000 UTC
60556880,79519,2025-03-17 11:19:25.000000 UTC
60556997,82210,2025-03-17 11:20:32.000000 UTC
60556353,39095,2025-03-17 11:15:52.000000 UTC
60557351,92349,2025-03-17 11:25:12.000000 UTC
60554605,71784,2025-03-17 11:15:25.000000 UTC
60557587,7504,2025-03-17 11:26:18.000000 UTC
60557781,68039,2025-03-17 11:29:41.000000 UTC
60556491,91522,2025-03-17 11:28:37.000000 UTC
