id_task,id_user,arrived_del_loc_at
60414654,95725,2025-03-15 18:50:09.000000 UTC
60418736,98615,2025-03-15 19:54:01.000000 UTC
60416281,2830,2025-03-15 19:18:31.000000 UTC
60416595,76817,2025-03-15 19:17:20.000000 UTC
60417979,61775,2025-03-15 19:48:09.000000 UTC
60418528,42128,2025-03-15 20:07:24.000000 UTC
60416550,11178,2025-03-15 19:28:44.000000 UTC
60415998,91134,2025-03-15 19:13:28.000000 UTC
60414953,65085,2025-03-15 19:19:12.000000 UTC
60415794,78095,2025-03-15 19:10:52.000000 UTC
60414845,87180,2025-03-15 19:00:54.000000 UTC
60417954,73275,2025-03-15 19:44:58.000000 UTC
60414721,71198,2025-03-15 19:32:39.000000 UTC
60417231,98457,2025-03-15 19:49:42.000000 UTC
60418357,92746,2025-03-15 20:02:11.000000 UTC
60417642,92023,2025-03-15 19:36:35.000000 UTC
60416662,92028,2025-03-15 19:46:48.000000 UTC
60415627,26619,2025-03-15 19:12:35.000000 UTC
60415371,61503,2025-03-15 19:14:41.000000 UTC
60417180,11645,2025-03-15 19:29:01.000000 UTC
60415224,92554,2025-03-15 19:07:08.000000 UTC
60415091,65371,2025-03-15 19:19:45.000000 UTC
60414639,91135,2025-03-15 19:15:45.000000 UTC
60415862,8491,2025-03-15 19:06:04.000000 UTC
60414886,43648,2025-03-15 19:10:10.000000 UTC
60415339,21586,2025-03-15 19:29:20.000000 UTC
60418487,91758,2025-03-15 20:12:28.000000 UTC
60417729,64175,2025-03-15 19:59:55.000000 UTC
60416611,22375,2025-03-15 19:23:15.000000 UTC
60414814,19093,2025-03-15 19:20:13.000000 UTC
60415105,70927,2025-03-15 19:07:19.000000 UTC
60417330,7640,2025-03-15 19:29:11.000000 UTC
60414530,18807,2025-03-15 19:08:13.000000 UTC
60409082,94821,2025-03-15 18:40:15.000000 UTC
60412480,8010,2025-03-15 18:55:32.000000 UTC
60412632,91254,2025-03-15 18:37:08.000000 UTC
60412350,62312,2025-03-15 18:41:21.000000 UTC
60410969,9966,2025-03-15 18:43:48.000000 UTC
60411616,92028,2025-03-15 18:52:02.000000 UTC
60409117,94463,2025-03-15 18:55:36.000000 UTC
60408862,20035,2025-03-15 18:34:26.000000 UTC
60412074,84475,2025-03-15 18:46:42.000000 UTC
60411694,81810,2025-03-15 18:49:30.000000 UTC
60411770,24389,2025-03-15 18:36:06.000000 UTC
60411599,51532,2025-03-15 18:43:52.000000 UTC
60411633,23891,2025-03-15 18:41:00.000000 UTC
60410776,26619,2025-03-15 18:46:24.000000 UTC
60410499,72898,2025-03-15 18:54:01.000000 UTC
60411576,10311,2025-03-15 18:49:06.000000 UTC
60410988,94977,2025-03-15 18:57:31.000000 UTC
60412858,85552,2025-03-15 18:39:24.000000 UTC
60337100,96691,2025-03-15 00:44:05.000000 UTC
60337614,60884,2025-03-15 00:57:14.000000 UTC
60337666,60988,2025-03-15 00:59:29.000000 UTC
60337256,11178,2025-03-15 01:04:21.000000 UTC
60337317,61418,2025-03-15 01:03:49.000000 UTC
60337743,7824,2025-03-15 01:25:19.000000 UTC
60338067,29007,2025-03-15 02:36:22.000000 UTC
60338301,69928,2025-03-15 03:33:12.000000 UTC
60338322,91274,2025-03-15 03:34:31.000000 UTC
60338431,96398,2025-03-15 03:51:47.000000 UTC
60338549,13878,2025-03-15 04:02:27.000000 UTC
60338718,83844,2025-03-15 04:25:06.000000 UTC
60338932,74278,2025-03-15 04:25:22.000000 UTC
60338872,83514,2025-03-15 04:27:40.000000 UTC
60338871,11243,2025-03-15 04:31:40.000000 UTC
60339024,96631,2025-03-15 04:45:21.000000 UTC
60339072,79136,2025-03-15 04:46:46.000000 UTC
60339141,95947,2025-03-15 04:41:29.000000 UTC
60339180,80103,2025-03-15 04:48:38.000000 UTC
60339347,96689,2025-03-15 04:51:05.000000 UTC
60339478,74278,2025-03-15 04:53:23.000000 UTC
60339474,91394,2025-03-15 04:55:30.000000 UTC
60340024,91884,2025-03-15 05:00:50.000000 UTC
60339995,96437,2025-03-15 04:59:23.000000 UTC
60339624,75097,2025-03-15 05:04:02.000000 UTC
60339849,88847,2025-03-15 05:07:41.000000 UTC
60339812,58250,2025-03-15 05:12:29.000000 UTC
60340076,21593,2025-03-15 05:14:15.000000 UTC
60339927,87500,2025-03-15 05:16:14.000000 UTC
60339955,71398,2025-03-15 05:23:08.000000 UTC
60339903,92626,2025-03-15 05:23:40.000000 UTC
60340348,11246,2025-03-15 05:26:00.000000 UTC
60340851,13322,2025-03-15 05:28:07.000000 UTC
60340461,92022,2025-03-15 05:27:29.000000 UTC
60340523,74722,2025-03-15 05:26:17.000000 UTC
60340334,13674,2025-03-15 05:30:10.000000 UTC
60340624,94464,2025-03-15 05:34:56.000000 UTC
60340375,61522,2025-03-15 05:40:14.000000 UTC
60340404,7022,2025-03-15 05:35:28.000000 UTC
60341023,10016,2025-03-15 05:44:21.000000 UTC
60340168,65700,2025-03-15 05:43:04.000000 UTC
60340923,10904,2025-03-15 05:44:09.000000 UTC
60341065,94120,2025-03-15 05:48:52.000000 UTC
60340968,22478,2025-03-15 05:45:01.000000 UTC
60341245,57817,2025-03-15 05:49:28.000000 UTC
60341507,8593,2025-03-15 05:51:59.000000 UTC
60341503,71398,2025-03-15 05:55:54.000000 UTC
60340991,88847,2025-03-15 05:57:29.000000 UTC
60342014,70319,2025-03-15 06:05:08.000000 UTC
60340616,96221,2025-03-15 06:04:57.000000 UTC
60341485,92022,2025-03-15 06:07:33.000000 UTC
60341143,28198,2025-03-15 06:05:31.000000 UTC
60342109,92659,2025-03-15 06:10:28.000000 UTC
60341761,79051,2025-03-15 06:10:45.000000 UTC
60341967,45982,2025-03-15 06:12:34.000000 UTC
60342163,13322,2025-03-15 06:13:29.000000 UTC
60342060,11349,2025-03-15 06:18:17.000000 UTC
60342190,92520,2025-03-15 06:21:48.000000 UTC
60342405,42128,2025-03-15 06:23:28.000000 UTC
60342634,13881,2025-03-15 06:26:31.000000 UTC
60342839,8593,2025-03-15 06:25:31.000000 UTC
60342203,86194,2025-03-15 06:27:34.000000 UTC
60342401,86098,2025-03-15 06:27:39.000000 UTC
60341612,15180,2025-03-15 06:32:58.000000 UTC
60343702,91945,2025-03-15 06:40:12.000000 UTC
60342997,30133,2025-03-15 06:39:04.000000 UTC
60343222,80103,2025-03-15 06:43:04.000000 UTC
60343030,79136,2025-03-15 06:44:41.000000 UTC
60342689,94340,2025-03-15 06:41:55.000000 UTC
60342809,68607,2025-03-15 06:48:47.000000 UTC
60343137,10210,2025-03-15 06:46:08.000000 UTC
60343701,70868,2025-03-15 06:51:07.000000 UTC
60343456,91944,2025-03-15 06:49:38.000000 UTC
60343332,92541,2025-03-15 06:51:54.000000 UTC
60342917,89864,2025-03-15 06:52:48.000000 UTC
60344123,86194,2025-03-15 06:56:50.000000 UTC
60344141,10904,2025-03-15 06:59:14.000000 UTC
60343844,35745,2025-03-15 06:57:39.000000 UTC
60343901,95799,2025-03-15 06:58:10.000000 UTC
60343509,92520,2025-03-15 06:58:47.000000 UTC
60343461,54891,2025-03-15 07:00:17.000000 UTC
60343262,72652,2025-03-15 06:41:10.000000 UTC
60343680,36027,2025-03-15 07:02:35.000000 UTC
60344531,30133,2025-03-15 07:00:54.000000 UTC
60344388,91945,2025-03-15 07:04:47.000000 UTC
60344064,75991,2025-03-15 07:05:02.000000 UTC
60343581,11243,2025-03-15 07:02:17.000000 UTC
60343614,65700,2025-03-15 07:09:06.000000 UTC
60343942,96685,2025-03-15 07:12:39.000000 UTC
60344632,76846,2025-03-15 07:14:26.000000 UTC
60343769,93513,2025-03-15 07:07:27.000000 UTC
60344457,53411,2025-03-15 07:15:52.000000 UTC
60345016,71412,2025-03-15 07:22:39.000000 UTC
60344060,59084,2025-03-15 07:17:26.000000 UTC
60344233,69829,2025-03-15 07:26:52.000000 UTC
60344990,1254,2025-03-15 07:23:39.000000 UTC
60345172,86194,2025-03-15 07:26:39.000000 UTC
60344915,29007,2025-03-15 07:27:19.000000 UTC
60345261,95799,2025-03-15 07:29:55.000000 UTC
60344873,97374,2025-03-15 07:31:26.000000 UTC
60345240,18521,2025-03-15 07:39:08.000000 UTC
60345449,10936,2025-03-15 07:37:41.000000 UTC
60345598,15796,2025-03-15 07:40:00.000000 UTC
60344882,49382,2025-03-15 07:31:27.000000 UTC
60344779,11192,2025-03-15 07:43:38.000000 UTC
60345770,11645,2025-03-15 07:41:29.000000 UTC
60345896,13322,2025-03-15 07:45:27.000000 UTC
60346199,19937,2025-03-15 07:44:08.000000 UTC
60346076,94340,2025-03-15 07:46:58.000000 UTC
60344848,68607,2025-03-15 07:49:42.000000 UTC
60346085,74278,2025-03-15 07:50:38.000000 UTC
60345962,74332,2025-03-15 07:53:01.000000 UTC
60345841,92471,2025-03-15 07:52:26.000000 UTC
60346567,86194,2025-03-15 07:54:40.000000 UTC
60346232,6076,2025-03-15 07:55:56.000000 UTC
60347516,61504,2025-03-15 08:02:51.000000 UTC
60346749,30427,2025-03-15 07:52:24.000000 UTC
60346617,57817,2025-03-15 08:00:32.000000 UTC
60346990,34767,2025-03-15 08:01:57.000000 UTC
60346785,40475,2025-03-15 08:03:17.000000 UTC
60347063,97288,2025-03-15 08:07:41.000000 UTC
60346996,91274,2025-03-15 08:06:51.000000 UTC
60345605,85585,2025-03-15 08:01:06.000000 UTC
60346318,74525,2025-03-15 08:03:12.000000 UTC
60347423,42128,2025-03-15 08:09:02.000000 UTC
60346126,41579,2025-03-15 08:06:36.000000 UTC
60347260,15180,2025-03-15 08:10:01.000000 UTC
60346659,96218,2025-03-15 08:10:40.000000 UTC
60347548,69828,2025-03-15 08:13:39.000000 UTC
60347031,91941,2025-03-15 08:11:20.000000 UTC
60346532,56104,2025-03-15 08:07:47.000000 UTC
60346886,75097,2025-03-15 08:15:31.000000 UTC
60348286,6076,2025-03-15 08:16:14.000000 UTC
60347505,13322,2025-03-15 08:18:32.000000 UTC
60347399,30965,2025-03-15 08:22:07.000000 UTC
60348808,54891,2025-03-15 08:23:50.000000 UTC
60347894,79136,2025-03-15 08:21:37.000000 UTC
60347379,85238,2025-03-15 08:26:17.000000 UTC
60348145,91944,2025-03-15 08:20:43.000000 UTC
60345994,93509,2025-03-15 08:18:24.000000 UTC
60348451,30427,2025-03-15 08:28:19.000000 UTC
60349547,77662,2025-03-15 08:26:20.000000 UTC
60347454,90775,2025-03-15 08:27:45.000000 UTC
60348616,62525,2025-03-15 08:28:51.000000 UTC
60348334,73284,2025-03-15 08:30:34.000000 UTC
60348000,30650,2025-03-15 08:32:05.000000 UTC
60348641,10210,2025-03-15 08:32:06.000000 UTC
60349436,30851,2025-03-15 08:34:56.000000 UTC
60348302,65088,2025-03-15 08:33:34.000000 UTC
60348499,11244,2025-03-15 08:34:19.000000 UTC
60348579,79131,2025-03-15 08:30:22.000000 UTC
60348441,95638,2025-03-15 08:37:42.000000 UTC
60347501,70930,2025-03-15 08:36:02.000000 UTC
60349440,23185,2025-03-15 08:41:34.000000 UTC
60348404,87816,2025-03-15 08:39:43.000000 UTC
60348101,11648,2025-03-15 08:41:11.000000 UTC
60347226,32723,2025-03-15 08:43:24.000000 UTC
60348263,64323,2025-03-15 08:41:29.000000 UTC
60348308,94340,2025-03-15 08:42:53.000000 UTC
60349455,75097,2025-03-15 08:41:35.000000 UTC
60350202,83162,2025-03-15 08:45:35.000000 UTC
60348711,91730,2025-03-15 08:41:32.000000 UTC
60347558,91416,2025-03-15 08:34:54.000000 UTC
60349393,90068,2025-03-15 08:43:55.000000 UTC
60348197,60705,2025-03-15 08:51:14.000000 UTC
60349498,92554,2025-03-15 08:49:16.000000 UTC
60348871,33487,2025-03-15 08:50:30.000000 UTC
60348881,24402,2025-03-15 08:48:54.000000 UTC
60349098,84293,2025-03-15 08:50:35.000000 UTC
60350394,86194,2025-03-15 08:53:49.000000 UTC
60350177,94479,2025-03-15 08:54:08.000000 UTC
60349200,58250,2025-03-15 08:57:29.000000 UTC
60349669,91945,2025-03-15 08:49:56.000000 UTC
60350038,30139,2025-03-15 08:56:52.000000 UTC
60349902,92024,2025-03-15 08:54:14.000000 UTC
60350389,47289,2025-03-15 08:59:32.000000 UTC
60350665,62275,2025-03-15 08:57:31.000000 UTC
60349093,98622,2025-03-15 08:47:29.000000 UTC
60350109,18521,2025-03-15 09:00:10.000000 UTC
60349548,42128,2025-03-15 09:03:01.000000 UTC
60350739,71024,2025-03-15 09:03:34.000000 UTC
60352755,86456,2025-03-15 09:07:24.000000 UTC
60349352,48558,2025-03-15 09:01:35.000000 UTC
60350818,92022,2025-03-15 09:09:07.000000 UTC
60351148,22375,2025-03-15 09:11:29.000000 UTC
60349570,62549,2025-03-15 09:08:28.000000 UTC
60350953,99216,2025-03-15 09:10:31.000000 UTC
60351688,94257,2025-03-15 09:10:52.000000 UTC
60351790,95799,2025-03-15 09:16:08.000000 UTC
60351610,65724,2025-03-15 09:07:54.000000 UTC
60349786,50261,2025-03-15 09:12:15.000000 UTC
60351834,73284,2025-03-15 09:14:31.000000 UTC
60353140,85296,2025-03-15 09:18:32.000000 UTC
60352844,71411,2025-03-15 09:14:54.000000 UTC
60353222,71332,2025-03-15 09:20:02.000000 UTC
60350305,61654,2025-03-15 09:18:01.000000 UTC
60351718,79057,2025-03-15 09:18:51.000000 UTC
60353318,8593,2025-03-15 09:25:26.000000 UTC
60350893,27150,2025-03-15 09:24:53.000000 UTC
60353112,11645,2025-03-15 09:21:36.000000 UTC
60349157,65463,2025-03-15 09:20:55.000000 UTC
60353642,89934,2025-03-15 09:25:27.000000 UTC
60352017,94274,2025-03-15 09:25:44.000000 UTC
60353888,94474,2025-03-15 09:27:39.000000 UTC
60354910,22375,2025-03-15 09:28:34.000000 UTC
60351251,11243,2025-03-15 09:28:54.000000 UTC
60352130,94120,2025-03-15 09:29:42.000000 UTC
60353295,33032,2025-03-15 09:30:51.000000 UTC
60353315,22377,2025-03-15 09:31:09.000000 UTC
60352522,16657,2025-03-15 09:25:03.000000 UTC
60354295,30965,2025-03-15 09:31:47.000000 UTC
60353154,62829,2025-03-15 09:31:28.000000 UTC
60352830,3281,2025-03-15 09:34:30.000000 UTC
60351444,70930,2025-03-15 09:30:01.000000 UTC
60352678,74556,2025-03-15 09:36:51.000000 UTC
60353135,15150,2025-03-15 09:36:29.000000 UTC
60351958,94771,2025-03-15 09:38:33.000000 UTC
60353409,85238,2025-03-15 09:35:29.000000 UTC
60352463,97588,2025-03-15 09:35:18.000000 UTC
60354564,94941,2025-03-15 09:41:21.000000 UTC
60353532,94481,2025-03-15 09:31:06.000000 UTC
60354757,91537,2025-03-15 09:35:54.000000 UTC
60353512,24402,2025-03-15 09:41:39.000000 UTC
60351603,73947,2025-03-15 09:43:46.000000 UTC
60353940,74332,2025-03-15 09:39:15.000000 UTC
60356020,69829,2025-03-15 09:47:24.000000 UTC
60352708,86321,2025-03-15 09:44:59.000000 UTC
60351995,13002,2025-03-15 09:49:10.000000 UTC
60354985,74216,2025-03-15 09:50:54.000000 UTC
60353143,2266,2025-03-15 09:53:00.000000 UTC
60354872,28453,2025-03-15 09:54:03.000000 UTC
60354984,91309,2025-03-15 09:53:51.000000 UTC
60355673,90068,2025-03-15 09:52:24.000000 UTC
60355817,33941,2025-03-15 09:54:52.000000 UTC
60352624,7504,2025-03-15 09:55:40.000000 UTC
60355032,31367,2025-03-15 09:56:32.000000 UTC
60355251,20174,2025-03-15 09:56:29.000000 UTC
60355302,81763,2025-03-15 09:57:29.000000 UTC
60356359,52990,2025-03-15 09:53:50.000000 UTC
60354665,30094,2025-03-15 10:00:06.000000 UTC
60355235,9179,2025-03-15 09:58:41.000000 UTC
60354398,48046,2025-03-15 09:56:28.000000 UTC
60355686,79131,2025-03-15 10:02:03.000000 UTC
60355604,15796,2025-03-15 10:02:02.000000 UTC
60356484,57817,2025-03-15 10:02:54.000000 UTC
60354360,58563,2025-03-15 10:01:39.000000 UTC
60356472,16657,2025-03-15 09:54:12.000000 UTC
60356243,36027,2025-03-15 10:02:26.000000 UTC
60355821,65391,2025-03-15 10:02:42.000000 UTC
60356305,62275,2025-03-15 09:58:31.000000 UTC
60357608,70868,2025-03-15 10:04:53.000000 UTC
60350263,32742,2025-03-15 10:06:43.000000 UTC
60357023,33776,2025-03-15 10:09:40.000000 UTC
60357766,63320,2025-03-15 10:07:34.000000 UTC
60357733,14009,2025-03-15 10:10:29.000000 UTC
60356678,91945,2025-03-15 10:10:22.000000 UTC
60356447,94458,2025-03-15 10:07:00.000000 UTC
60356322,11645,2025-03-15 10:06:59.000000 UTC
60357765,31365,2025-03-15 10:13:23.000000 UTC
60357810,22377,2025-03-15 10:15:26.000000 UTC
60353997,59079,2025-03-15 10:12:24.000000 UTC
60357927,96515,2025-03-15 10:17:38.000000 UTC
60356404,24403,2025-03-15 10:13:51.000000 UTC
60356079,14021,2025-03-15 10:18:09.000000 UTC
60355638,70927,2025-03-15 10:16:10.000000 UTC
60357870,86100,2025-03-15 10:18:14.000000 UTC
60357363,86803,2025-03-15 10:21:36.000000 UTC
60357347,69724,2025-03-15 10:15:23.000000 UTC
60358223,33941,2025-03-15 10:23:51.000000 UTC
60358048,54891,2025-03-15 10:17:43.000000 UTC
60357841,74278,2025-03-15 10:18:22.000000 UTC
60357021,30965,2025-03-15 10:24:17.000000 UTC
60355910,95634,2025-03-15 10:23:22.000000 UTC
60357737,93512,2025-03-15 10:22:07.000000 UTC
60357205,91768,2025-03-15 10:23:04.000000 UTC
60357417,84475,2025-03-15 10:21:59.000000 UTC
60357366,28390,2025-03-15 10:24:18.000000 UTC
60360143,73275,2025-03-15 10:32:46.000000 UTC
60359146,94938,2025-03-15 10:32:32.000000 UTC
60357114,94846,2025-03-15 10:31:41.000000 UTC
60356332,94455,2025-03-15 10:32:56.000000 UTC
60358687,79131,2025-03-15 10:28:59.000000 UTC
60357662,84338,2025-03-15 10:35:28.000000 UTC
60357886,91740,2025-03-15 10:30:18.000000 UTC
60358568,52990,2025-03-15 10:35:35.000000 UTC
60360222,2266,2025-03-15 10:37:36.000000 UTC
60358446,26619,2025-03-15 10:36:35.000000 UTC
60359149,53411,2025-03-15 10:42:34.000000 UTC
60360478,63320,2025-03-15 10:41:37.000000 UTC
60356919,73773,2025-03-15 10:30:37.000000 UTC
60358615,68643,2025-03-15 10:41:18.000000 UTC
60359893,18521,2025-03-15 10:40:12.000000 UTC
60358101,38275,2025-03-15 10:42:10.000000 UTC
60360504,93509,2025-03-15 10:43:44.000000 UTC
60359341,30331,2025-03-15 10:42:36.000000 UTC
60360713,62543,2025-03-15 10:45:49.000000 UTC
60357147,86840,2025-03-15 10:47:36.000000 UTC
60359204,92258,2025-03-15 10:43:53.000000 UTC
60359861,11626,2025-03-15 10:46:28.000000 UTC
60358800,94481,2025-03-15 10:42:23.000000 UTC
60360001,84318,2025-03-15 10:48:17.000000 UTC
60359440,56445,2025-03-15 10:48:24.000000 UTC
60358263,85296,2025-03-15 10:48:44.000000 UTC
60357783,73995,2025-03-15 10:50:23.000000 UTC
60360807,79136,2025-03-15 10:52:10.000000 UTC
60359946,92521,2025-03-15 10:46:51.000000 UTC
60357448,37220,2025-03-15 10:50:22.000000 UTC
60360981,93512,2025-03-15 10:52:11.000000 UTC
60361347,98855,2025-03-15 10:52:19.000000 UTC
60359738,76139,2025-03-15 10:48:25.000000 UTC
60359540,63135,2025-03-15 10:53:58.000000 UTC
60361352,15591,2025-03-15 10:56:22.000000 UTC
60359365,94480,2025-03-15 10:59:11.000000 UTC
60362069,33103,2025-03-15 11:01:39.000000 UTC
60360058,94941,2025-03-15 11:02:04.000000 UTC
60361840,79131,2025-03-15 10:58:53.000000 UTC
60360841,18728,2025-03-15 11:03:06.000000 UTC
60361700,95947,2025-03-15 11:04:17.000000 UTC
60362648,15784,2025-03-15 11:07:20.000000 UTC
60359800,49382,2025-03-15 10:50:47.000000 UTC
60362409,60704,2025-03-15 11:06:58.000000 UTC
60360508,97762,2025-03-15 11:05:42.000000 UTC
60362400,2266,2025-03-15 11:08:30.000000 UTC
60361501,86068,2025-03-15 11:10:33.000000 UTC
60362480,696,2025-03-15 11:14:06.000000 UTC
60362731,14009,2025-03-15 11:14:35.000000 UTC
60362997,93537,2025-03-15 11:14:20.000000 UTC
60361591,70691,2025-03-15 11:10:33.000000 UTC
60363580,62275,2025-03-15 11:15:24.000000 UTC
60362577,71411,2025-03-15 11:17:42.000000 UTC
60362361,28198,2025-03-15 11:21:21.000000 UTC
60362790,30427,2025-03-15 11:19:34.000000 UTC
60362519,13881,2025-03-15 11:22:09.000000 UTC
60362830,22375,2025-03-15 11:19:18.000000 UTC
60358400,94120,2025-03-15 11:20:52.000000 UTC
60361004,62653,2025-03-15 11:21:54.000000 UTC
60362652,94852,2025-03-15 11:25:56.000000 UTC
60361866,99331,2025-03-15 11:27:43.000000 UTC
60363375,40475,2025-03-15 11:25:28.000000 UTC
60362685,92248,2025-03-15 11:31:16.000000 UTC
60363273,86100,2025-03-15 11:29:51.000000 UTC
60363514,58248,2025-03-15 11:31:19.000000 UTC
60363476,20165,2025-03-15 11:31:13.000000 UTC
60364808,61504,2025-03-15 11:33:59.000000 UTC
60364690,90775,2025-03-15 11:32:43.000000 UTC
60364343,71332,2025-03-15 11:33:12.000000 UTC
60362064,91095,2025-03-15 11:31:15.000000 UTC
60363006,95204,2025-03-15 11:30:37.000000 UTC
60363489,99434,2025-03-15 11:29:12.000000 UTC
60364745,78862,2025-03-15 11:34:05.000000 UTC
60364938,30150,2025-03-15 11:37:26.000000 UTC
60363145,95197,2025-03-15 11:30:09.000000 UTC
60364202,7504,2025-03-15 11:39:22.000000 UTC
60364840,71844,2025-03-15 11:43:26.000000 UTC
60364003,42590,2025-03-15 11:40:51.000000 UTC
60363665,68486,2025-03-15 11:43:52.000000 UTC
60364717,85284,2025-03-15 11:45:10.000000 UTC
60363773,64653,2025-03-15 11:44:50.000000 UTC
60364219,28883,2025-03-15 11:48:20.000000 UTC
60363868,84480,2025-03-15 11:50:01.000000 UTC
60364407,10213,2025-03-15 11:45:08.000000 UTC
60363530,91546,2025-03-15 11:53:10.000000 UTC
60359145,74296,2025-03-15 11:33:45.000000 UTC
60365205,74724,2025-03-15 11:53:02.000000 UTC
60364427,94480,2025-03-15 11:54:58.000000 UTC
60364787,62273,2025-03-15 11:52:57.000000 UTC
60365257,62525,2025-03-15 11:58:31.000000 UTC
60364594,76825,2025-03-15 11:59:12.000000 UTC
60363075,98463,2025-03-15 12:01:40.000000 UTC
60365372,33382,2025-03-15 12:00:18.000000 UTC
60365775,92365,2025-03-15 12:02:44.000000 UTC
60365599,63485,2025-03-15 12:03:06.000000 UTC
60365208,91832,2025-03-15 12:03:51.000000 UTC
60365417,92124,2025-03-15 12:00:33.000000 UTC
60366339,93042,2025-03-15 12:11:19.000000 UTC
60366785,30150,2025-03-15 12:14:41.000000 UTC
60365763,22478,2025-03-15 12:13:33.000000 UTC
60366887,33962,2025-03-15 12:21:29.000000 UTC
60368154,72855,2025-03-15 12:17:44.000000 UTC
60365038,45893,2025-03-15 12:19:58.000000 UTC
60366284,71176,2025-03-15 12:21:26.000000 UTC
60368932,13881,2025-03-15 12:21:50.000000 UTC
60368807,69829,2025-03-15 12:25:45.000000 UTC
60367354,37808,2025-03-15 12:22:55.000000 UTC
60367312,94822,2025-03-15 12:27:13.000000 UTC
60367635,79054,2025-03-15 12:25:41.000000 UTC
60367552,93512,2025-03-15 12:16:56.000000 UTC
60367746,1213,2025-03-15 12:28:42.000000 UTC
60367037,90775,2025-03-15 12:21:53.000000 UTC
60367693,30054,2025-03-15 12:21:55.000000 UTC
60368198,62273,2025-03-15 12:28:09.000000 UTC
60367578,24402,2025-03-15 12:32:58.000000 UTC
60367826,70929,2025-03-15 12:32:30.000000 UTC
60369417,73229,2025-03-15 12:37:33.000000 UTC
60368434,90068,2025-03-15 12:37:09.000000 UTC
60368236,91941,2025-03-15 12:37:04.000000 UTC
60370131,64671,2025-03-15 12:41:50.000000 UTC
60366307,98454,2025-03-15 12:38:16.000000 UTC
60370071,92028,2025-03-15 12:42:35.000000 UTC
60369032,91135,2025-03-15 12:42:38.000000 UTC
60368393,29606,2025-03-15 12:41:42.000000 UTC
60367990,77024,2025-03-15 12:44:20.000000 UTC
60369197,92349,2025-03-15 12:45:29.000000 UTC
60367713,81738,2025-03-15 12:41:56.000000 UTC
60370678,91559,2025-03-15 12:51:59.000000 UTC
60369185,35629,2025-03-15 12:53:34.000000 UTC
60370546,62525,2025-03-15 12:50:24.000000 UTC
60368333,78862,2025-03-15 12:52:56.000000 UTC
60370332,92554,2025-03-15 12:51:58.000000 UTC
60369814,43051,2025-03-15 12:58:19.000000 UTC
60368669,93543,2025-03-15 12:54:58.000000 UTC
60368708,31779,2025-03-15 12:50:54.000000 UTC
60371660,75991,2025-03-15 12:54:34.000000 UTC
60368399,10213,2025-03-15 12:56:26.000000 UTC
60370605,73284,2025-03-15 12:58:28.000000 UTC
60369936,84477,2025-03-15 13:01:34.000000 UTC
60370057,7438,2025-03-15 13:02:39.000000 UTC
60370476,92716,2025-03-15 13:03:24.000000 UTC
60370084,71198,2025-03-15 13:02:24.000000 UTC
60369055,30946,2025-03-15 12:58:55.000000 UTC
60371413,94852,2025-03-15 13:03:09.000000 UTC
60371818,83447,2025-03-15 13:02:22.000000 UTC
60369528,92033,2025-03-15 13:04:24.000000 UTC
60369018,84338,2025-03-15 13:05:16.000000 UTC
60370885,16695,2025-03-15 13:07:12.000000 UTC
60371326,94487,2025-03-15 13:06:44.000000 UTC
60373094,93853,2025-03-15 13:10:01.000000 UTC
60371756,99302,2025-03-15 13:06:53.000000 UTC
60368803,99194,2025-03-15 13:07:14.000000 UTC
60372982,48007,2025-03-15 13:13:42.000000 UTC
60373396,54891,2025-03-15 13:12:53.000000 UTC
60372390,71190,2025-03-15 13:14:46.000000 UTC
60372026,92028,2025-03-15 13:13:42.000000 UTC
60373525,93537,2025-03-15 13:18:59.000000 UTC
60371929,70927,2025-03-15 13:15:14.000000 UTC
60373041,94258,2025-03-15 13:17:25.000000 UTC
60373874,64387,2025-03-15 13:25:28.000000 UTC
60373609,14476,2025-03-15 13:25:01.000000 UTC
60374230,65244,2025-03-15 13:25:02.000000 UTC
60374412,61501,2025-03-15 13:24:18.000000 UTC
60372157,61517,2025-03-15 13:24:09.000000 UTC
60372429,22202,2025-03-15 13:24:21.000000 UTC
60374206,90068,2025-03-15 13:29:50.000000 UTC
60372121,13518,2025-03-15 13:30:50.000000 UTC
60374101,13315,2025-03-15 13:31:48.000000 UTC
60372601,19937,2025-03-15 13:30:25.000000 UTC
60373742,44203,2025-03-15 13:28:26.000000 UTC
60373530,64653,2025-03-15 13:31:03.000000 UTC
60375611,94120,2025-03-15 13:34:59.000000 UTC
60373398,24736,2025-03-15 13:34:23.000000 UTC
60373672,8077,2025-03-15 13:24:45.000000 UTC
60372366,96334,2025-03-15 13:32:59.000000 UTC
60375940,16695,2025-03-15 13:38:45.000000 UTC
60377128,11645,2025-03-15 13:37:57.000000 UTC
60376573,30076,2025-03-15 13:36:22.000000 UTC
60375948,75991,2025-03-15 13:31:26.000000 UTC
60375521,24403,2025-03-15 13:38:47.000000 UTC
60375625,61516,2025-03-15 13:37:11.000000 UTC
60375597,59069,2025-03-15 13:41:27.000000 UTC
60376974,92033,2025-03-15 13:44:07.000000 UTC
60374155,71412,2025-03-15 13:43:51.000000 UTC
60375750,59071,2025-03-15 13:44:14.000000 UTC
60371202,78453,2025-03-15 13:42:53.000000 UTC
60375098,74498,2025-03-15 13:38:41.000000 UTC
60372573,8597,2025-03-15 13:36:49.000000 UTC
60375856,15591,2025-03-15 13:41:02.000000 UTC
