id_task,mp_Task_nr
60359893,FF3FNNUO8WXT89A
60306723,FF3ENN0AY42WY5A
60505387,FF3GNNZRHHLVUNA
60500705,FF3GNNATUEGIWHA
60514359,FF3GNN6RXZH3DQA
60245637,FF3ENNA17ZTKHYA
60441599,FF3GNNRX8NQBLRA
60551049,FF3HNNSBL2BZ02A
60437896,FF3FNNAY4AYCGNA
60174417,NNF3DNNO8TED63NA
60251529,FF3ENN0CLNCH14A
60293703,FF3ENNCHRHGQI5A
60179282,FF3DNNKXOJVB61A
60299600,FF3ENNPWN67WQUA
60580054,FF3HNNFW58MU6CA
60216803,NNF3DNNK2P17SLSA
60185951,FF3DNNGSQ0DRDBA
60501898,FF3GNNAQXT0D67A
60446299,NNF3GNNMN4OFYYTA
60315822,FF3ENNZEIOIHFXA
60526833,FF3GNN60480PZ7A
60612995,FF3HNNYN490QGWA
60401042,FF3FNND48BXQ86A
60226840,FF3DNNNH54G9SKA
60569905,FF3HNNRAA5UHXOA
60595253,FF3HNNVI7N8BUBA
60560327,FF3HNN4LTNAR9LA
60521932,FF3GNNXXT8WQECA
60266010,FF3ENNY4DX9D4LA
60483435,FF3GNNAJ5U2QPSA
60499377,FF3GNNZ22M0TYLA
60449871,FF3GNNZK8V7YUAA
60455960,FF3GNNNR4IG1JBA
60475900,FF3GNN0KHUHL2XA
60249450,FF3ENNKX6HLLVKA
60484875,FF3GNN10GZGYQYA
60197701,NNF3DNNBTJNJJNAA
60142047,FF3CNNU1SKBH2BA
60522221,FF3GNN6SBO0KJLA
60369018,FF3FNNAVC881KPA
60633123,FF3INNZ79NDVN9A
60286300,FF3ENNYR5WAWMHA
60471485,NNF3GNNM4NIQJF2A
60362400,NNF3FNNLU7EU1OVA
60166705,FF3DNNKN65VQW1A
60274955,FF3ENNU2XU6N4CA
60412632,FF3FNN94PS4AYHA
60167102,NNF3DNNHB1CNT3PA
60318186,FF3ENNUGVYVH2VA
60600240,FF3HNNQOZJ72YCA
60578231,FF3HNNBQPBEE8EA
60224377,FF3DNNF910AFLCA
60564692,FF3HNNUU6IAV5NA
60555311,NNF3HNNCR59X5G6A
60205197,FF3DNN1YIDZ732A
60194975,FF3DNNG94XJRI0A
60446570,FF3GNNQ9EXMDQAA
60264881,FF3ENNVZR003T8A
60393868,FF3FNNFV8CQID6A
60205187,FF3DNNT92QEMP7A
60232756,FF3DNNBMFB4LILA
60379783,FF3FNNXVGG9O3DA
60545715,FF3HNNZLZAPZYAA
60516622,FF3GNNQPCA4JPGA
60578025,FF3HNN3D2OWMFAA
60313419,FF3ENNL85JOGSHA
60604279,FF3HNNJHIZDT90A
60161482,FF3DNN06U06GR3A
60513856,FF3GNNWHMXFQ3HA
60495556,FF3GNNPT6NRE4AA
60386477,FF3FNN1MP56IB2A
60440153,FF3GNNHYHK8HDGA
60460186,FF3GNNIUDKQTODA
60590180,FF3HNNECO0A6VKA
60563401,FF3HNN8HJJQK9EA
60151183,FF3DNNHF14411AA
60475524,FF3GNN880E7ZGEA
60197068,FF3DNNXSP9AARMA
60596838,FF3HNNABYX3NFTA
60632576,FF3INNR8RE7YSLA
60522508,FF3GNNY8XLDU6XA
60148118,FF3DNNF0QA8NXYA
60340624,FF3FNN3USZM0LVA
60167451,FF3DNN6NPESMM9A
60471033,NNF3GNNXEWIRBQ7A
60375611,FF3FNNJ1IQ4VHBA
60363868,FF3FNNVEY1542YA
60290914,FF3ENNAFR1VL4NA
60187822,FF3DNNTI3VTDN9A
60500025,FF3GNN5SBR07KSA
60246540,FF3ENNM683SSPGA
60353512,FF3FNNFZN0IWY3A
60196317,FF3DNN6IIUHZ0OA
60544763,FF3HNNEISVP239A
60453337,NNF3GNNEXOIB6BWA
60262388,FF3ENNN9AEUGRDA
60154535,FF3DNNRZ9X6JD9A
60615061,FF3HNNHA7XSIN6A
60349395,NNF3FNNX9RFROTPA
60475955,FF3GNN6ZYKF1BUA
60519436,FF3GNNPJ9NL4O1A
60253908,NNF3ENNACQ2V0O5A
60531065,FF3GNNZZLJUKCOA
60342634,FF3FNNSFNE1BNRA
60250233,FF3ENN45TWRO7XA
60536303,FF3GNNW6NFXQ4DA
60147203,FF3DNNOCP20UATA
60183387,FF3DNNGUK3P2WSA
60343461,FF3FNNKI8VETPOA
60345016,FF3FNNTBI94Z5XA
60246993,FF3ENNT6ZD33X9A
60331591,FF3ENNZCUNDCCJA
60402954,FF3FNNULTQ47XNA
60581256,FF3HNN0QKLH55ZA
60249099,FF3ENNOV583RDKA
60185392,FF3DNN9BM7VLESA
60170166,FF3DNN79R242RNA
60279098,FF3ENNOZJBRQT1A
60379369,FF3FNNX0GJRHR2A
60243995,FF3ENNOZB61FJFA
60162603,FF3DNN0LC4RG96A
60460826,NNF3GNNDVIF5ETSA
60311613,FF3ENNULJY8XZ4A
60416611,FF3FNNV4YZS3IMA
60187913,FF3DNNOMK7Y5ZXA
60494932,FF3GNNKMS6QLW2A
60439865,NNF3GNN4TX1UIPSA
60261013,FF3ENN749QXKLVA
60250507,NNF3ENNVL822ZPGA
60379850,FF3FNN1J7N8BWKA
60317375,FF3ENNEYK5MH35A
60279832,FF3ENN9YA9SVNSA
60288187,FF3ENNO6YNDH2RA
60482610,FF3GNNXEWBTZTBA
60236507,FF3ENNZNR74HZKA
60449067,FF3GNN63IYFA02A
60523570,FF3GNN6C4VLE64A
60376888,FF3FNNJCXPYM0RA
60406184,FF3FNNXALNSXNIA
60459143,FF3GNNVAJKLLI1A
60304038,FF3ENN929ID1YPA
60324036,FF3ENN3VU37Y4SA
60323584,FF3ENNQXMYDWBPA
60259894,FF3ENNFGFURPUJA
60564066,FF3HNNBXUB7MZCA
60611651,FF3HNNCDLD7BAUA
60486104,NNF3GNN1AFIITICA
60176109,FF3DNN4CBVZAO5A
60156275,FF3DNN7HD5K0Z8A
60404189,FF3FNN1SC5AEFFA
60392588,FF3FNNGMQ9GKWIA
60493353,FF3GNNW9EOM3ENA
60316429,FF3ENN02LDKQQXA
60325559,FF3ENNJC4YTJVTA
60514478,FF3GNN2LO72Q8NA
60147836,FF3DNN4KUVKD9PA
60426891,FF3FNNTM367YJGA
60183644,FF3DNNPAOPRVMGA
60636276,FF3INNAH4VT2BIA
60314146,FF3ENNBG52SYF6A
60545465,FF3HNN1HFKSPPFA
60360504,FF3FNNG9BRC6HOA
60289642,FF3ENNPYAVBITSA
60484220,FF3GNNGT20E3FVA
60231046,FF3DNN4HH9ZYD0A
60496985,FF3GNNSZQAUU7JA
60514260,FF3GNN1FH3TM4IA
60273655,FF3ENN3CPMQRYGA
60196834,FF3DNN8QA23GJXA
60427895,FF3FNN8WHVP3WEA
60275676,NNF3ENNS1I14MAHA
60316767,FF3ENNZO5P9JK5A
60485154,FF3GNNJBUF1XY9A
60451707,FF3GNN9H2J2JD9A
60205842,FF3DNNDEE5J6NSA
60485409,FF3GNNPD7FQ0E3A
60285574,FF3ENNKO32ZO2TA
60493874,NNF3GNN10IU6D13A
60507625,FF3GNNJ31XCHUHA
60161851,FF3DNND3M5FGFMA
60353140,FF3FNNBBHSKLVLA
60481236,FF3GNNERA1NURKA
60502044,FF3GNN3NV28HQVA
60247750,NNF3ENNI31TSB72A
60250003,FF3ENNRN19DYUBA
60466346,FF3GNN3VYW52Q6A
60472810,FF3GNNT7HRFO9FA
60189594,FF3DNN72032Q4KA
60484056,FF3GNNIKXCRCK9A
60152080,FF3DNNXE3DKWNMA
60457716,FF3GNN7FF10W1QA
60525751,FF3GNNBF7QR52OA
60394987,FF3FNN317Y2ZONA
60561638,FF3HNNXQ8H157AA
60470749,FF3GNNQ6FCTRS4A
60148314,FF3DNN22SBUA27A
60250887,FF3ENNLYGTFNRJA
60460558,FF3GNNEFHFQPANA
60558939,FF3HNNUFUGHFVGA
60166646,FF3DNNDTKU3UE3A
60613015,FF3HNNU2ILWSSAA
60616564,FF3HNNX6M46MAPA
60354665,FF3FNN2FTFSBOHA
60487977,FF3GNNHR1AGG6TA
60220886,FF3DNNDEVLYQVNA
60377266,FF3FNNXZNFMH4MA
60313073,FF3ENN5536CINFA
60240332,FF3ENN3RQE9QH4A
60221811,FF3DNNYXQUR8H5A
60324074,FF3ENNJTG7T8Z6A
60513242,FF3GNNN6AC5K4RA
60464666,FF3GNN6LNQTEXWA
60330604,FF3ENNWU2VUWTQA
60204469,FF3DNNKDY0D3QLA
60148211,FF3DNN8HBXXG19A
60442539,FF3GNNVHJQNG6QA
60553277,FF3HNNVDS17100A
60406805,FF3FNN6C8XBMFIA
60194007,FF3DNNXAAC950MA
60154338,FF3DNNB5BG5AAEA
60143349,FF3DNNNJWA5Z9YA
60456651,FF3GNN3FCPP4W6A
60200790,FF3DNNO1PMQZWGA
60348101,FF3FNNRN7DA133A
60217493,FF3DNN1S1Q3W3MA
60163036,FF3DNN8832VYHTA
60273118,FF3ENNCKO9WPSVA
60319396,FF3ENN8C7Q4CZHA
60560946,FF3HNNCFITGRTSA
60295832,FF3ENN059U0873A
60385034,FF3FNN235B0M1GA
60568275,FF3HNNWMQVYTZ7A
60448145,FF3GNN424E4RGFA
60347031,FF3FNNC2TEWD49A
60463111,FF3GNNUHODO303A
60623523,FF3INN1GXJDBSOA
60318478,FF3ENNNVHUK2MNA
60576513,FF3HNNNL6C4BO8A
60495625,FF3GNNH17L5JCDA
60292016,FF3ENN2R247EG3A
60439543,FF3GNN3B56JU3IA
60359146,FF3FNNN6AQB4T7A
60402561,FF3FNNI3V7S60OA
60292732,FF3ENNDK5WUOSSA
60403667,NNF3FNN76VNXFN4A
60492562,FF3GNNA2GCNCTPA
60504135,FF3GNN8GHYG2QFA
60255709,FF3ENNGO9U977OA
60432137,FF3FNN7LL987P3A
60547744,FF3HNNH4CJQPP4A
60593910,FF3HNNTOZ72IOKA
60199878,FF3DNNLLWOMSEUA
60583078,FF3HNNYEZMAL8QA
60468266,FF3GNNV1LXKXRJA
60353222,FF3FNNHKH9YCVKA
60361866,FF3FNND3K1YFM6A
60460886,FF3GNNLADFG7UAA
60432542,FF3FNN9HIBUGC9A
60426658,FF3FNNJMNTJFOZA
60566247,FF3HNNX3RJK8BLA
60624052,FF3INNBAHXZU8BA
60448383,FF3GNNE2ZOBU9SA
60181023,FF3DNNR4ZUCLEGA
60554839,FF3HNNB6QAJE7TA
60292845,FF3ENND61JR10JA
60483379,FF3GNNFPCFSOXWA
60463933,FF3GNNMPE9IFLAA
60271781,FF3ENN41CMWP92A
60418528,FF3FNN4RI9YMOIA
60408599,FF3FNNX4Z9ZWQMA
60158142,FF3DNNICUL2AVOA
60310316,FF3ENNUN9AMFKHA
60511085,FF3GNNVWIEDW1PA
60200513,FF3DNNUJHGYVA5A
60269912,FF3ENN65S8SGGYA
60186324,FF3DNN2J7JMIXWA
60441422,FF3GNNZGMVHYDTA
60592299,FF3HNNVO76OR91A
60365208,FF3FNNXOIPT5ZIA
60304297,FF3ENNQ7YQ5VOHA
60386673,FF3FNN7S59YXLCA
60343030,FF3FNNQBJ4VUY5A
60141068,FF3CNNZPLCGFYVA
60292653,FF3ENNYNWPF3R0A
60168748,FF3DNNVKAIPMZ0A
60580074,NNF3HNNRR09J4NVA
60244364,FF3ENNN1HGZH6YA
60240286,FF3ENNBUFBJIUSA
60218276,FF3DNNWUD16W2YA
60327845,FF3ENNBL6MVRQWA
60300499,FF3ENNPVAH3Y3JA
60475121,FF3GNN6ZZFNHVRA
60444471,FF3GNN1YH3PP1IA
60295901,FF3ENN6Z4PR8F6A
60493167,FF3GNNPZIFY9ZJA
60285680,FF3ENNOPB75BK5A
60590333,FF3HNNJW1SIIMUA
60563209,FF3HNN5FONQD8GA
60599497,FF3HNNRI7OR73FA
60382350,FF3FNN99JBE235A
60218946,FF3DNNZDC08D84A
60451927,FF3GNN488E3YPTA
60262672,FF3ENN06Q6XDGLA
60302719,FF3ENNJJHFSTP1A
60574284,FF3HNNCKO0B0L3A
60279328,FF3ENNG4UZ7L6JA
60597139,FF3HNNUC6AKIJTA
60571944,FF3HNNYYR2QHLDA
60554326,FF3HNNAU35SAT9A
60563049,FF3HNNBKL4EVV7A
60143093,FF3DNNIBJ1EY2TA
60440048,FF3GNNVVDLMA8LA
60182116,FF3DNN9UFOSCSRA
60576397,FF3HNNBVC12T8JA
60400761,NNF3FNNZ6N9RKZRA
60497713,FF3GNN1GPIP751A
60375098,FF3FNNKG6NVFKBA
60513005,FF3GNNXSNJQM7WA
60402698,FF3FNNR67X1DCQA
60581558,FF3HNN0PYPEW5QA
60241740,NNF3ENN459IIYA8A
60391700,FF3FNNI80B8H7NA
60241757,FF3ENNDI7NAQ8DA
60397294,FF3FNNHB88MD7LA
60248581,FF3ENN6V541O7DA
60444342,FF3GNNJYVNJ6GMA
60158816,FF3DNNR2XZSYGJA
60561396,NNF3HNN8JXKJH2TA
60206953,FF3DNNAMIOOAF6A
60285457,FF3ENNIYEXR806A
60439694,FF3GNNLKNCGF69A
60617207,FF3HNNVJIXPRDJA
60369528,FF3FNN8022ZK4WA
60272510,FF3ENNILPAGZDSA
60470865,FF3GNNNGDCNH62A
60240483,FF3ENNWA9PL6HJA
60397946,FF3FNNUBS5OJE1A
60286609,FF3ENNFTQGEBMYA
60592495,FF3HNNNQRUZMHHA
60193680,FF3DNNH70H7OFHA
60402963,FF3FNNU1OBLHSYA
60249146,FF3ENNYBO4V96TA
60313774,FF3ENNLQT3IJPTA
60442979,FF3GNN3XKKN89SA
60296289,FF3ENNB3ZB0P56A
60631867,FF3INNAJMPZOGPA
60441822,FF3GNNIICZ2QM1A
60283386,FF3ENN41L7SZ6WA
60255911,NNF3ENN2H4M3VBLA
60274705,FF3ENNDOVLWP7RA
60200017,FF3DNN2P94VLEIA
60533001,FF3GNN6T88RVJEA
60559257,FF3HNN2PS6H5LSA
60532292,FF3GNNHYSYT62YA
60420658,FF3FNNX96K7560A
60322940,FF3ENNMRFANTS4A
60600762,FF3HNN0ONDYI41A
60606731,FF3HNNAN8Y81C3A
60403477,FF3FNNMBN5B9L9A
60338871,FF3FNNN3USOQR5A
60451459,FF3GNN08F0TRLVA
60354564,FF3FNNELKAA7LJA
60477218,FF3GNN0SJ1ZP1GA
60575728,NNF3HNNAZP8E4R3A
60227216,FF3DNNK1HJ3XEVA
60214211,FF3DNNS6DN4UK0A
60475734,FF3GNNQKQZZAJVA
60193595,FF3DNNMW401BNVA
60248910,FF3ENNX61K226XA
60271896,FF3ENNY0QGOBDNA
60290121,FF3ENN6GXILY81A
60414639,FF3FNN81WPXCOBA
60524365,FF3GNNZGDK3IOCA
60506165,FF3GNNEIP94ZJ5A
60182768,FF3DNNH8B0LRM8A
60350202,NNF3FNND9D4QB8NA
60195289,FF3DNNZC8ESOF2A
60471294,FF3GNNO3W4G2RIA
60370605,FF3FNN85W8N9KMA
60315250,FF3ENN8HBFCW7GA
60162005,FF3DNNJ5W3CB3BA
60420503,FF3FNNK6IFGVCLA
60587294,FF3HNN4JVBO8P0A
60589704,FF3HNN5USTU10EA
60182616,FF3DNNLA44PKRGA
60447491,FF3GNNMY6P65TGA
60460456,FF3GNNLZZIE5J8A
60543675,FF3HNN4VUJ4VE6A
60570997,FF3HNN76COVTN6A
60531518,FF3GNN0ZEF12ANA
60447796,FF3GNN95DDNWXXA
60264359,FF3ENNBZSPITBVA
60449493,FF3GNNEJDPWF6CA
60480730,FF3GNNCDDTM2SUA
60570595,FF3HNN08ZAV82FA
60379030,FF3FNN85PXBKUEA
60379367,FF3FNNCTV9TKX4A
60622829,FF3INNUJZNWFB1A
60415543,FF3FNNBV470SN5A
60153025,FF3DNNXJMQKRPHA
60493020,FF3GNN2A5JS5BZA
60637203,FF3INN7Y866T09A
60454906,FF3GNNZ7STYSJGA
60466353,FF3GNN20TEQFH6A
60302094,FF3ENN5728JBBKA
60386280,FF3FNNQJ7471GHA
60431003,FF3FNNAYVAVHYRA
60426156,FF3FNNSNM5H7YIA
60284048,FF3ENNG7W6T73CA
60462325,FF3GNNNBKBH0LDA
60219820,FF3DNNX9MJHRLDA
60205584,FF3DNNX1TUX2YCA
60586484,FF3HNN4GPEODOAA
60251334,FF3ENN3T7PEPIBA
60393076,FF3FNNT8BLBN5WA
60327165,FF3ENN6NQ32ZYAA
60346785,FF3FNNJI9M02T2A
60486030,FF3GNNTT2HV9AKA
60285147,FF3ENNBAE9PT71A
60513863,NNF3GNNF5INVNPVA
60316407,FF3ENNLRK3X1RIA
60197401,FF3DNNYHNMIJQJA
60554321,FF3HNN906S1W0VA
60150870,FF3DNNV03PZFE1A
60386059,FF3FNN8HOYJ61QA
60559184,FF3HNN1GOG2VYDA
60321474,FF3ENNJQFJAD2SA
60481318,NNF3GNNWARLCWYPA
60284420,FF3ENNCE3UENT9A
60253992,FF3ENNO6W1IXVRA
60561428,FF3HNNZ830PZJ1A
60209485,FF3DNN1JW7YPU4A
60319454,FF3ENNN1888LM0A
60343680,FF3FNNJTNEAFSUA
60428842,FF3FNNZ9ULEOJ2A
60144199,FF3DNNMLOE5HSGA
60465682,NNF3GNNZDKBDGFWA
60423351,FF3FNNI2SCMUKLA
60442681,FF3GNN3GLJ4U1IA
60151395,FF3DNNLONLFV0EA
60323062,FF3ENNFEVS9FEEA
60332049,FF3ENNQ8PMDZFWA
60373396,FF3FNNXIEX1662A
60428861,FF3FNNYNE0IPTIA
60395001,FF3FNNNQS3GKPSA
60274986,FF3ENNIWHXT77KA
60565358,FF3HNN57M2OIL7A
60489138,NNF3GNNJ4PKDWXFA
60467127,FF3GNND3T9O67HA
60242713,FF3ENNJGZRDWCHA
60475385,FF3GNN46STQN5AA
60509723,FF3GNNSOP5N6KDA
60287648,FF3ENNTFZ4EQVEA
60545467,FF3HNN8KY4JWAGA
60295749,FF3ENN7QUNO2WGA
60187814,FF3DNN6QOME1Z1A
60193465,FF3DNN3IK3ZSK0A
60582176,FF3HNNE2EX8AU4A
60355686,FF3FNN4PLHBINFA
60406059,FF3FNNL1SVUAZAA
60561852,FF3HNN7GE0HUZNA
60446019,FF3GNNN05YXHXMA
60189929,FF3DNNZV6NSV43A
60518765,FF3GNNKHBZVTFCA
60338067,FF3FNNGO00GWD9A
60293197,FF3ENNLGTX9BNOA
60569106,FF3HNN6Q21M5U2A
60447217,FF3GNN9FNL60FVA
60379534,FF3FNNTUW2KHCWA
60564209,FF3HNND08UWI65A
60578759,FF3HNNEMDK26Z9A
60570737,FF3HNN4ETB1AYJA
60143314,FF3DNN1AWDKC5KA
60350739,FF3FNNYOWF1D3JA
60573378,FF3HNNXBUK5S5IA
60441485,FF3GNNHAKIE61TA
60626951,FF3INN1R3HKLA4A
60151280,FF3DNNFKU9TEV2A
60593427,NNF3HNND2HRILXVA
60154180,FF3DNNQSZPBHQ6A
60254266,FF3ENN9TAR99QXA
60523790,FF3GNNXBM3YBYDA
60240033,FF3ENN70KA4EVIA
60189809,FF3DNN38INEIXQA
60498359,FF3GNN3BZTT3FYA
60281319,FF3ENNQGH82YKPA
60283470,FF3ENN2RY5FD6GA
60224765,FF3DNN4O3BQ2LEA
60527672,FF3GNN192QOUFZA
60439442,FF3GNNFGXQ9RKWA
60297115,FF3ENN0WYOD0R4A
60375521,FF3FNNFID4CHQUA
60623168,FF3INNXT7H1XKXA
60341761,FF3FNNF3FHB1A7A
60428147,FF3FNNMDRLB6IYA
60360143,FF3FNN8VRMB4CGA
60334176,FF3ENNM5KOHGXRA
60536793,FF3GNNBG53NWOBA
60301182,FF3ENN4S2JZ1COA
60375046,FF3FNNN8FBUVV0A
60273339,FF3ENNYA7AWZ54A
60205257,FF3DNN00KFWHZHA
60200155,FF3DNNIML2HJMOA
60173465,FF3DNNV5J2WNTOA
60456628,FF3GNN2PINTPMHA
60153188,FF3DNN503VZJ4WA
60452595,FF3GNNVQ1GEW52A
60306091,FF3ENNY8HKYZSJA
60578875,FF3HNNHQ19PL7EA
60185101,FF3DNNUCSTV61BA
60347063,FF3FNNJJAGP0FBA
60463061,FF3GNN385U33PXA
60596184,FF3HNN2R38S5X6A
60324999,FF3ENN7ZI87H3PA
60167542,FF3DNN3U6B9XE9A
60497524,FF3GNNICILMQF0A
60538095,FF3GNNGGW6VWMPA
60364840,FF3FNNJBBTEQE3A
60405733,FF3FNNZ18BJJZ0A
60595898,FF3HNNBQD2KTR9A
60164856,NNF3DNNYG9AT4IEA
60183346,FF3DNNKQPQ3BJQA
60226558,FF3DNN79K9O7C0A
60355302,FF3FNNVL54WL5EA
60581920,FF3HNNR0HVWMRAA
60558326,FF3HNNRUASXZ84A
60350818,FF3FNN99IMP31WA
60498644,NNF3GNNS3UVSZV0A
60591480,FF3HNNMECB3XBIA
60335860,FF3ENN78UBWMVMA
60302789,FF3ENNYZOI1UMZA
60390651,FF3FNNB878K76YA
60288665,FF3ENNZ6Y28ER9A
60308090,FF3ENNYTVT2EMWA
60402009,FF3FNNSC6KKTGDA
60179602,FF3DNNFQMWW75KA
60361700,FF3FNNK18N38CDA
60474403,FF3GNN5LGIZDA3A
60564601,FF3HNNZ2JAT2MZA
60576721,FF3HNNLPSWDE5DA
60522539,FF3GNNUVFZQ4GNA
60275367,FF3ENN2PYYI8FBA
60496652,FF3GNNY3MSB86SA
60618401,FF3HNNIMNZA1G0A
60186750,FF3DNND8G4BIATA
60205875,FF3DNN3YMW6K0AA
60154557,FF3DNN0J0QBJ3OA
60297347,FF3ENNKGKD0KP2A
60541116,FF3HNNGN1QYSWPA
60436144,FF3FNN1XKQZX8GA
60525916,FF3GNNN9OI6EL2A
60445041,NNF3GNNZ34NEQU5A
60476381,FF3GNNL8F8KXAQA
60279499,FF3ENN28YLWIEIA
60348263,FF3FNNG5535XMHA
60343942,FF3FNNYZXCV86UA
60286828,FF3ENNRHYOEHXJA
60573004,FF3HNNP60CAMNIA
60606473,FF3HNNVERK1WNRA
60446605,FF3GNNSPJF193VA
60389036,FF3FNNL3H8BOIPA
60294632,FF3ENNMLDAELLWA
60600990,FF3HNNEBC03Y08A
60346232,FF3FNNP24060XTA
60259304,FF3ENN049V3SCPA
60515248,FF3GNNL9LFIKA3A
60479588,FF3GNN3T41K3P7A
60588041,FF3HNNHEJZJSBEA
60598107,FF3HNNZ9H9UHYKA
60446333,NNF3GNNRHS1CU6EA
60129259,FF3CNN8WB5E2XZA
60399885,FF3FNN3TDEGAV7A
60557939,FF3HNN68CHG88FA
60523838,FF3GNNYPM23BHSA
60470548,FF3GNNRUEO5NCJA
60505410,FF3GNNW1FBLQUUA
60479885,FF3GNNX9G4Z5SIA
60455122,FF3GNNY519UBTHA
60194420,FF3DNNFF0M6JU0A
60377653,FF3FNNDTYQX5NVA
60492012,FF3GNNF87V80C5A
60459183,FF3GNNPAY9TT35A
60569569,FF3HNNY1XDCHQBA
60584342,NNF3HNN3ZPQND59A
60491852,FF3GNNT6N82B6WA
60567651,FF3HNNJW8WZODFA
60317884,FF3ENNI37F3F7WA
60463413,FF3GNNVEE3E5FPA
60417330,FF3FNNZ7W5JZD6A
60192225,FF3DNNUX2TIQ7LA
60197743,FF3DNN5IFKOTC4A
60193293,FF3DNNEATYC2O1A
60581120,FF3HNNKYT24S9YA
60627506,FF3INNEJITTVVUA
60344848,NNF3FNN00Q5ICV1A
60450469,FF3GNNURRFB4UGA
60405248,FF3FNNSYOZG5TOA
60595876,FF3HNNUGY74GGJA
60148544,FF3DNNWD19LS4VA
60368932,FF3FNNT0NSGZ4SA
60508836,FF3GNNE2Q5WHVYA
60196061,FF3DNN3ZHH5QMLA
60339474,FF3FNN2AVK9VFPA
60286840,FF3ENNFBOKAK2IA
60410988,FF3FNNQ7R8MHR0A
60316975,FF3ENN4Y26EI2ZA
60628815,FF3INNP6584EQJA
60199016,FF3DNN87KFQTX2A
60459379,FF3GNNA9II26MOA
60553323,FF3HNN014D4LVGA
60353143,FF3FNNCG24SR8XA
60447914,NNF3GNNP46OE4DVA
60361352,FF3FNNUHPT418WA
60593026,FF3HNN2O6EZ4WLA
60593097,FF3HNNDKR4HMTAA
60352678,FF3FNNUBU9XTWGA
60532513,FF3GNNJH10EF5WA
60218896,FF3DNNHAP8RAI1A
60258377,FF3ENNZL1FP5OUA
60170683,NNF3DNNNCXRG0M6A
60277768,FF3ENNFM93VIVFA
60595480,FF3HNN3KS6Y3G0A
60628255,NNF3INNFBXMKUJ2A
60220376,FF3DNNQZLJ7GXDA
60388302,FF3FNNBV8930JXA
60527694,FF3GNNBM33Q5Z6A
60415321,FF3FNNPC2UBF32A
60527675,FF3GNNL046MIONA
60479070,FF3GNNQNS09MARA
60274696,FF3ENNDJOTTWGFA
60442619,FF3GNNNMFFSQ01A
60288381,FF3ENNHUR43W6XA
60481149,FF3GNNTZRCUAMFA
60344141,NNF3FNNEBJYGMEIA
60190134,FF3DNN8B2KJS6CA
60396261,FF3FNNVI4UDCT8A
60439991,FF3GNNW53XUKRGA
60499543,FF3GNNO509IKBWA
60601745,NNF3HNNIX4XRH0WA
60193883,FF3DNNXSRFXE7EA
60151405,FF3DNN2V1ZI20MA
60454007,FF3GNNI4Q78MP8A
60628144,FF3INNH8QJVLH8A
60150986,FF3DNNE6WO4J0XA
60261317,FF3ENNWRMS8SAVA
60188795,FF3DNN6VMTLACJA
60170436,FF3DNNBYWTWFPLA
60506537,FF3GNNHX4EJQ9PA
60408705,FF3FNN1PI19JUUA
60542904,FF3HNNU14DQK59A
60457789,FF3GNNX9PGZPWVA
60558877,FF3HNNIGPDXBWXA
60289507,FF3ENN8L40TF8KA
60519853,FF3GNNJRPOQZIFA
60439360,FF3GNN2QMDR46JA
60568472,FF3HNNO0LUBU98A
60508592,FF3GNNF68O3NUYA
60250898,FF3ENN2MRUI509A
60624081,FF3INNXLXHSRSWA
60253758,FF3ENNR4004EBXA
60474980,FF3GNNU6TX60FEA
60312747,FF3ENNMZ3RTKNTA
60506211,FF3GNNI0XOM6P7A
60514858,FF3GNNUY0I2VC5A
60390274,FF3FNN3NKDS76JA
60253189,FF3ENNK8407ULBA
60445269,FF3GNNU1BHYE1UA
60288696,FF3ENN88T58CDDA
60303568,FF3ENNVOUQQJY3A
60437165,FF3FNN8REYDOQKA
60524881,FF3GNNK94L7ST8A
60249580,FF3ENNWZJEEFNJA
60511902,FF3GNNREYR8G23A
60190812,FF3DNNRGW295LRA
60360001,FF3FNNGBCGE95OA
60214135,FF3DNNSSXD638NA
60584260,FF3HNNH9O0IINXA
60542522,FF3HNNLF6DKH3AA
60264866,FF3ENNPJLADAEUA
60191714,FF3DNN0PVLGTNWA
60452945,FF3GNND5YT1E3JA
60379922,FF3FNNW6DED8BTA
60227459,FF3DNN4ZKLSZMSA
60155296,FF3DNN3S9JS215A
60205906,FF3DNND8W9KCJ5A
60394855,FF3FNNDMHA71JOA
60201233,FF3DNNWD7A71E9A
60303974,FF3ENNVHNTM05IA
60308719,FF3ENNRKXT1VRSA
60304185,FF3ENNBFPIAGU3A
60549798,FF3HNN336BF81QA
60551257,FF3HNNSI6O2G37A
60326431,FF3ENN2FZ2HU3CA
60557779,FF3HNNSTW9T025A
60152840,FF3DNNFMQMVA2PA
60191727,FF3DNN7Q8SFNCSA
60211530,FF3DNN3SKH5NRGA
60488650,FF3GNNGFH4R5JRA
60442154,FF3GNNOWHCX3MZA
60258009,FF3ENN8OI99B11A
60567662,FF3HNNAZI000N3A
60213146,NNF3DNNL1DRLC20A
60538458,FF3GNNENXT1R3TA
60130042,FF3CNNZ21276U8A
60587547,FF3HNN6YG3BL3HA
60248417,FF3ENN5E882XILA
60497987,FF3GNNQDBBJVK4A
60192016,FF3DNNOOROCO9PA
60499055,FF3GNNTKOSQIURA
60212697,FF3DNNRGZEL0QRA
60561277,FF3HNNQKPRVXX6A
60469378,FF3GNNS4D8S37HA
60392518,FF3FNN95BGXNZUA
60584774,FF3HNNIZBNUPVXA
